generated_smiles,valid,canonical_smiles,novel_vs_training,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3,qed,lipinski_mw_violation,lipinski_logp_violation,lipinski_hbd_violation,lipinski_hba_violation,lipinski_violations,lipinski_compliant,predicted_logS,predicted_solubility_mol_L,n_descriptors_outside_esol_range,inside_esol_descriptor_range,basic_candidate,qed_score,solubility_score,lipinski_score,multiobjective_score,pareto_front,overall_rank
CC(C)Oc1ccc(NC(=O)COC(=O)C2CC2)cc1,True,CC(C)Oc1ccc(NC(=O)COC(=O)C2CC2)cc1,True,277.31999999999994,2.3655,64.63,1,4,6,2,1,20,0.4666666666666667,0.8106898685571229,False,False,False,False,0,True,-3.197811000000009,0.0006341456241508,0,True,True,0.4917203311867525,0.7751839926402944,1.0,0.6925885464581416,False,2823
CC(C)CCN1C(=O)CCN1C(=O)Cc1ccc(F)c(F)c1,True,CC(C)CCN1C(=O)CCN1C(=O)Cc1ccc(F)c(F)c1,True,310.344,2.529300000000001,40.620000000000005,0,2,5,2,1,22,0.5,0.8383307140027235,False,False,False,False,0,True,-3.662406999999999,0.0002175669882987,0,True,True,0.5964811407543699,0.640064397424103,1.0,0.6924390524379025,False,2824
Cc1cccc(S(=O)(=O)Nc2cccc(Cl)c2)c1,True,Cc1cccc(S(=O)(=O)Nc2cccc(Cl)c2)c1,True,281.764,3.449220000000002,46.17,1,2,3,2,2,18,0.0769230769230769,0.936520734982348,False,False,False,False,0,True,-4.478760666666664,3.3207741013770644e-05,0,True,True,0.9751609935602575,0.1531738730450782,1.0,0.6924333026678933,False,2825
O=C(Nc1cccc(OCc2cccnc2)c1)N1CCCC1,True,O=C(Nc1cccc(OCc2cccnc2)c1)N1CCCC1,True,297.3580000000001,3.2883000000000013,54.46,1,3,4,3,2,22,0.2941176470588235,0.94184161790563,False,False,False,False,0,True,-4.5050717904762045,3.125562657407759e-05,0,True,True,0.9875804967801288,0.13718951241950322,1.0,0.6924275528978842,False,2826
COc1ccc(F)cc1NC(=O)N(Cc1ccccn1)C(C)C,True,COc1ccc(F)cc1NC(=O)N(Cc1ccccn1)C(C)C,True,317.36400000000003,3.671800000000002,54.46,1,3,5,2,2,23,0.2941176470588235,0.9151475777449848,False,False,False,False,0,True,-4.343033583333344,4.539065153909207e-05,0,True,True,0.9163983440662373,0.22861085556577737,1.0,0.6923930542778289,False,2827
COc1cc(OC)cc2c1OCC(NC(=O)NCc1cccnc1)C2,True,COc1cc2c(c(OC)c1)OCC(NC(=O)NCc1cccnc1)C2,True,343.3830000000001,1.9017,81.71,2,5,5,3,2,25,0.3333333333333333,0.8665228710290902,False,False,False,False,0,True,-3.9730482499999855,0.0001064024798788,0,True,True,0.7313707451701932,0.46630634774609014,1.0,0.6923240570377185,False,2828
O=C(Cc1ccccc1)N1CCCC(COc2cccnc2)C1,True,O=C(Cc1ccccc1)N1CCCC(COc2cccnc2)C1,True,310.39699999999993,2.941700000000001,42.43000000000001,0,3,5,3,2,23,0.3684210526315789,0.8525140164928037,False,False,False,False,0,True,-3.838736190476189,0.000144965216848,0,True,True,0.6658233670653174,0.5502529898804048,1.0,0.6922090616375345,False,2829
N#Cc1ccc(Nc2nc(C3CCCN(CCO)CC3)no2)cc1,True,N#Cc1ccc(Nc2nc(C3CCCN(CCO)CC3)no2)cc1,True,327.38800000000003,2.24668,98.21,2,7,5,3,2,24,0.4705882352941176,0.8686841829622031,False,False,False,False,0,True,-3.9932222499999934,0.0001015728761121,0,True,True,0.7408003679852806,0.45377184912603497,1.0,0.6921803127874886,False,2830
C#Cc1ccc(C(=O)N(C)Cc2nnc(C)s2)cc1,True,C#Cc1ccc(C(=O)N(C)Cc2nnc(C)s2)cc1,True,271.345,2.10002,46.09,0,4,3,2,2,19,0.2142857142857142,0.8031230640085474,False,False,False,False,0,True,-3.0355859999999906,0.000921327427277,0,True,True,0.45998160073597055,0.8147424103035878,1.0,0.6921515639374425,False,2831
Cc1cc(S(=O)(=O)NCc2ccco2)cc(Cl)c1Cl,True,Cc1cc(S(=O)(=O)NCc2ccco2)cc(Cl)c1Cl,True,320.197,3.3733200000000023,59.31,1,3,4,2,2,19,0.1666666666666666,0.9393977475603806,False,False,False,False,0,True,-4.49370880000001,3.208419889970885e-05,0,True,True,0.9813707451701932,0.14431922723091076,1.0,0.6921285648574058,False,2832
COc1ccc(CNC(=O)c2cccc3c2CCNC3)cc1OC,True,COc1ccc(CNC(=O)c2cccc3c2CCNC3)cc1OC,True,326.3960000000001,2.2795000000000005,59.59,2,4,5,3,2,24,0.3157894736842105,0.8849133078710378,False,False,False,False,0,True,-4.123293583333328,7.528464670096774e-05,0,True,True,0.8085326586936522,0.36637534498620056,1.0,0.6920710671573136,False,2833
CN(CC1(C)CC(=O)N(S(C)=O)c1=O)c1ccccc1,True,CN(CC1(C)CC(=O)N(S(C)=O)C1=O)c1ccccc1,True,294.376,1.1814999999999996,57.690000000000005,0,4,4,2,1,20,0.4285714285714285,0.7825710739254015,False,False,False,False,0,True,-2.461408904761899,0.0034561381604146,0,True,True,0.3612005519779209,0.9414673413063478,1.0,0.6920538178472861,False,2834
CCN(Cc1c(C#N)c2ccccc2c(=O)n1C)C(C)(C)C,True,CCN(Cc1c(C#N)c2ccccc2c(=O)n1C)C(C)(C)C,True,297.40200000000004,3.0305800000000014,49.03,0,3,3,2,2,22,0.4444444444444444,0.87466363876363,False,False,False,False,0,True,-4.043815876190486,9.040326668447052e-05,0,True,True,0.7672493100275989,0.4191582336706532,1.0,0.691967571297148,False,2835
CCOC(=O)Nc1cccc(-c2ccc[nH]2)c1,True,CCOC(=O)Nc1cccc(-c2ccc[nH]2)c1,True,230.267,3.2501000000000007,54.12,2,2,3,2,2,17,0.1538461538461538,0.8499103981098936,False,False,False,False,0,True,-3.810551999999999,0.000154684928175,0,True,True,0.6525988960441582,0.5662373505059798,1.0,0.6918525758969643,False,2836
O=C(c1ccccc1)N1CCc2ncnc(NCCC3CC3)c2CC1,True,O=C(c1ccccc1)N1CCc2ncnc(NCCC3CC3)c2CC1,True,336.43900000000014,2.929600000000001,58.120000000000005,1,4,5,4,2,25,0.45,0.9119524904494564,False,False,False,False,0,True,-4.328275107142856,4.695965448650077e-05,0,True,True,0.906623735050598,0.2390754369825207,1.0,0.6916570837166514,False,2837
CS(=O)(=O)N1CCC(C(=O)c2cccc(Cl)c2)CC1,True,CS(=O)(=O)N1CCC(C(=O)c2cccc(Cl)c2)CC1,True,301.79500000000013,2.1943,54.45,0,3,3,2,1,19,0.4615384615384615,0.8042832465963793,False,False,False,False,0,True,-3.077032000000001,0.0008374675729622,0,True,True,0.4658463661453542,0.8053127874885004,1.0,0.6914903403863846,False,2838
CCSc1nc2n(n1)Cc1ccccc1C(=O)NC2(C)C,True,CCSc1nc2n(n1)Cc1ccccc1C(=O)NC2(C)C,True,302.4030000000001,2.4169,59.81,1,4,2,3,2,21,0.4,0.8655644871468826,False,False,False,False,0,True,-3.969954000000008,0.0001071632805409,0,True,True,0.7276908923643054,0.46826126954921804,1.0,0.6913523459061637,False,2839
COc1ccccc1NC(=O)COC1CCCC(C)C1,True,COc1ccccc1NC(=O)COC1CCCC(C)C1,True,277.364,3.229000000000002,47.56,1,3,5,2,1,20,0.5625,0.8985322480723265,False,False,False,False,0,True,-4.2194270000000005,6.0335511658784607e-05,0,True,True,0.8571757129714811,0.3016329346826127,1.0,0.6913005979760809,False,2840
Cc1c[nH]c(=O)c(C(=O)N(C)C(C)c2ccccc2Cl)c1C,True,Cc1c[nH]c(=O)c(C(=O)N(C)C(C)c2ccccc2Cl)c1C,True,318.8040000000001,3.478340000000002,53.17,1,2,3,2,2,22,0.2941176470588235,0.9416373709704592,False,False,False,False,0,True,-4.509412666666676,3.0944775288986514e-05,0,True,True,0.9870055197792088,0.1346596136154554,1.0,0.6912833486660535,False,2841
Cc1ccc(NC(=O)CNS(=O)(=O)Cc2ccccc2)cc1,True,Cc1ccc(NC(=O)CNS(=O)(=O)Cc2ccccc2)cc1,True,318.398,2.05312,75.27000000000001,2,3,6,2,2,22,0.1875,0.8557757794526242,False,False,False,False,0,True,-3.881642000000005,0.0001313282024759,0,True,True,0.6835326586936522,0.5247240110395585,1.0,0.6912431002759889,False,2842
COC(=O)c1cccc(C(=O)N2CCCCC2)c1OC,True,COC(=O)c1cccc(C(=O)N2CCCCC2)c1OC,True,277.31999999999994,2.1079,55.84,0,4,3,2,1,20,0.4666666666666667,0.7939888550170767,False,False,False,False,0,True,-2.7834320000000035,0.0016465237518974,0,True,True,0.4106485740570377,0.875459981600736,1.0,0.6912028518859246,False,2843
CCOC(=O)N1CCN(C(=O)c2cc(=O)c3ccccc3o2)CC1,True,CCOC(=O)N1CCN(C(=O)c2cc(=O)c3ccccc3o2)CC1,True,330.34000000000015,1.7073,80.06,0,5,2,3,2,24,0.3529411764705882,0.8372446992688719,False,False,False,False,0,True,-3.654661999999996,0.000221481777357,0,True,True,0.5914213431462741,0.6429392824287029,1.0,0.6911683532658695,False,2844
O=C(NCc1ccccc1Cl)Nc1ccc(F)cn1,True,O=C(NCc1ccccc1Cl)Nc1ccc(F)cn1,True,279.702,3.195800000000001,54.02,2,2,3,2,2,19,0.0769230769230769,0.9064240224538954,False,False,False,False,0,True,-4.282330666666666,5.219985941190053e-05,0,True,True,0.8838546458141674,0.26690432382704693,1.0,0.6911511039558418,False,2845
CCCCNC(=O)Cc1cccc2c1CCNC2=O,True,CCCCNC(=O)Cc1cccc2c1CCNC2=O,True,260.337,1.4313,58.2,2,2,5,2,1,19,0.4666666666666667,0.7868737620084261,False,False,False,False,0,True,-2.620358999999997,0.0023968507957974,0,True,True,0.3810947562097516,0.9132934682612696,1.0,0.6911453541858326,False,2846
COC(=O)NC(C(=O)NCc1ccsc1)c1ccc(F)cc1,True,COC(=O)NC(C(=O)NCc1ccsc1)c1ccc(F)cc1,True,322.361,2.6007000000000007,67.42999999999999,2,4,5,2,2,22,0.2,0.888981960874613,False,False,False,False,0,True,-4.162019800000002,6.88620900585829e-05,0,True,True,0.8268169273229071,0.3400413983440662,1.0,0.6910821067157313,False,2847
O=C(Nc1ccc(SC(F)F)nc1)c1ccccn1,True,O=C(Nc1ccc(SC(F)F)nc1)c1ccccn1,True,281.287,3.0436000000000014,54.88,1,4,4,2,2,19,0.0833333333333333,0.8751154672202826,False,False,False,False,0,True,-4.048735000000008,8.938507317183847e-05,0,True,True,0.7679392824287029,0.4155933762649494,1.0,0.6910303587856486,False,2848
O=C(CCc1cccnc1)NCC1(c2ccc(F)cc2)CC1,True,O=C(CCc1cccnc1)NCC1(c2ccc(F)cc2)CC1,True,298.36100000000005,3.0013000000000014,41.99,1,2,6,3,2,22,0.3333333333333333,0.8905109262525678,False,False,False,False,0,True,-4.177301666666667,6.64811209161805e-05,0,True,True,0.8340616375344986,0.33026678932842685,1.0,0.6909211131554738,False,2849
CC(=O)NCCNc1ccc2ccccc2n1,True,CC(=O)NCCNc1ccc2ccccc2n1,True,229.283,1.7827999999999995,54.02,2,3,4,2,2,17,0.2307692307692307,0.7857123968059831,False,False,False,False,0,True,-2.589767999999999,0.0025717692543531,0,True,True,0.37580496780128797,0.9192732290708372,1.0,0.6908578656853726,False,2850
COc1c(C)ccc(C2N(Cc3ccncc3)CC2)n1,True,COc1nc(C2CCN2Cc2ccncc2)ccc1C,True,269.348,2.7406200000000007,38.25,0,4,4,3,2,20,0.375,0.8551417685490896,False,False,False,False,0,True,-3.8747659999999975,0.0001334240133663,0,True,True,0.6795078196872125,0.5286338546458141,1.0,0.6908003679852806,False,2851
C#CCNC(=O)N1CCCN(c2ccn(C)n2)CC1,True,C#CCNC(=O)N1CCCN(c2ccn(C)n2)CC1,True,261.329,0.2750000000000001,53.400000000000006,1,3,2,2,1,19,0.5384615384615384,0.7778123598307217,False,False,False,False,0,True,-2.350016666666664,0.0044666645036354,0,True,True,0.34406623735050595,0.9598666053357866,1.0,0.690783118675253,False,2852
Cc1nnc(SCC(=O)NC2(C(N)=O)CCCCC2)o1,True,Cc1nnc(SCC(=O)NC2(C(N)=O)CCCCC2)o1,True,298.36800000000005,0.774519999999999,111.11,2,6,5,2,1,20,0.6666666666666666,0.7768151183754686,False,False,False,False,0,True,-2.3101936666666645,0.0048956045904112,0,True,True,0.33981140754369826,0.9652713891444342,1.0,0.6907601195952162,False,2853
Cc1nc(-c2ccoc2)ccc1C(=O)NC1(C#N)CCCC1,True,Cc1nc(-c2ccoc2)ccc1C(=O)NC1(C#N)CCCC1,True,295.3420000000001,3.216200000000001,78.92,1,4,3,3,2,22,0.3529411764705882,0.9425488501482812,False,False,False,False,0,True,-4.523859209523824,2.993234832348776e-05,0,True,True,0.9908003679852806,0.1277598896044158,1.0,0.6905761269549218,False,2854
Cc1nnc(-c2cccc(C(=O)NCC3CCCO3)c2N)s1,True,Cc1nnc(-c2cccc(C(=O)NCC3CCCO3)c2N)s1,True,318.402,2.00452,90.13,2,6,4,3,2,22,0.4,0.8416112646662913,False,False,False,False,0,True,-3.715298249999994,0.0001926201647584,0,True,True,0.6110855565777369,0.6159153633854646,1.0,0.6905588776448943,False,2855
COc1ccc(C(=O)N(C)CCc2ccco2)cc1,True,COc1ccc(C(=O)N(C)CCc2ccco2)cc1,True,259.30499999999995,2.602900000000001,42.68,0,3,5,2,2,19,0.2666666666666666,0.8285451414255969,False,False,False,False,0,True,-3.513285999999989,0.0003067001582018,0,True,True,0.5557727690892365,0.686982520699172,1.0,0.6905416283348667,False,2856
CC1CCCC(NC(=O)Cn2nc3c(cc2=O)CCCC3)CC1,True,CC1CCCC(NC(=O)Cn2nc3c(cc2=O)CCCC3)CC1,True,317.43300000000016,2.2071,63.99,1,3,3,3,1,23,0.7222222222222222,0.8694015523673531,False,False,False,False,0,True,-4.010585583333328,9.75920445759064e-05,0,True,True,0.7449402023919043,0.4437672493100276,1.0,0.6905416283348667,False,2857
CCOC(=O)Cc1ccc(C(=O)Nc2c[nH]ccc2=O)o1,True,CCOC(=O)Cc1ccc(C(=O)Nc2c[nH]ccc2=O)o1,True,290.2750000000001,1.3258,101.4,2,5,5,2,2,21,0.2142857142857142,0.808722389446739,False,False,False,False,0,True,-3.1847159999999946,0.0006535577967105,0,True,True,0.48470561177552896,0.7781738730450782,1.0,0.6904783808647654,False,2858
Cc1cc(C)n(-c2ccc(C(=O)N3CCCC(C)C3)ccc2=O)n1,True,Cc1cc(C)n(-c2ccc(C(=O)N3CCCC(C)C3)ccc2=O)n1,True,325.41200000000003,2.721440000000001,55.2,0,3,2,3,2,24,0.4210526315789473,0.8529131541027335,False,False,False,False,0,True,-3.8535339999999993,0.000140108989227,0,True,True,0.6683532658693653,0.5419733210671573,1.0,0.6904496320147195,False,2859
Cc1ccccc1CNc1cc(C(C)C)nn1C,True,Cc1ccccc1CNc1cc(C(C)C)nn1C,True,243.354,3.464020000000001,29.85,1,2,4,2,2,18,0.4,0.8908218393337715,False,False,False,False,0,True,-4.182373666666666,6.570922323728359e-05,0,True,True,0.8356715731370745,0.32681692732290707,1.0,0.6904381324747011,False,2860
CCOC(=O)C1NCCc2ccc(F)cc21,True,CCOC(=O)C1NCCc2ccc(F)cc21,True,223.247,1.5756,38.33,1,3,2,2,1,16,0.4166666666666667,0.7734224452175381,False,False,False,False,0,True,-2.1745950744588725,0.0066896735566684,0,True,True,0.3253219871205152,0.9828656853725851,1.0,0.6903978840846366,False,2861
CC1CCN(C(=O)Cc2ccc(S(=O)(=O)C(F)F)cc2)CC1,True,CC1CCN(C(=O)Cc2ccc(S(=O)(=O)C(F)F)cc2)CC1,True,331.38400000000007,2.483900000000001,54.45,0,3,4,2,1,22,0.5333333333333333,0.8516192851059087,False,False,False,False,0,True,-3.8370605714285726,0.0001455256100595,0,True,True,0.6608785648574057,0.5509429622815087,1.0,0.6902253909843606,False,2862
COc1cc(CCOc2ccccc2C(N)=O)ccc1O,True,COc1cc(CCOc2ccccc2C(N)=O)ccc1O,True,287.31500000000005,2.1212000000000004,81.78,2,4,6,2,2,21,0.1875,0.8523016446505741,False,False,False,False,0,True,-3.845942000000007,0.0001425797996118,0,True,True,0.6646734130634775,0.545998160073597,1.0,0.6902023919043239,False,2863
Cc1ccc(OCCNc2ccc(S(C)=O)cc2)nn1,True,Cc1ccc(OCCNc2ccc(S(C)=O)cc2)nn1,True,291.37600000000003,2.01332,64.11,1,5,6,2,2,20,0.2857142857142857,0.8248709720269579,False,False,False,False,0,True,-3.457084000000004,0.0003490727922848,0,True,True,0.5423183072677092,0.703196872125115,1.0,0.6901621435142593,False,2864
COc1ccc(CN(C(=O)c2cnccn2)C(C)C)cc1,True,COc1ccc(CN(C(=O)c2cnccn2)C(C)C)cc1,True,285.34700000000004,2.5360000000000005,55.32,0,4,5,2,2,21,0.3125,0.8468155252682006,False,False,False,False,0,True,-3.779481000000003,0.0001661571368456,0,True,True,0.6354645814167433,0.5832566697332107,1.0,0.6900988960441583,False,2865
CCCCN(C)C(=O)C(C)NC(=O)C(C)c1ccccc1,True,CCCCN(C)C(=O)C(C)NC(=O)C(C)c1ccccc1,True,290.407,2.553300000000001,49.41,1,2,7,1,1,21,0.5294117647058824,0.8387331570357215,False,False,False,False,0,True,-3.68420366666667,0.0002069170763255,0,True,True,0.5982060717571297,0.6310947562097516,1.0,0.6900758969641214,False,2866
Cc1noc(C(C)N(C)C(=O)CCNC(=O)c2cccnc2)c1C,True,Cc1noc(C(C)N(C)C(=O)CCNC(=O)c2cccnc2)c1C,True,330.38800000000003,2.0259400000000003,88.33,1,5,6,2,2,24,0.4117647058823529,0.8752438421811876,False,False,False,False,0,True,-4.053768250000004,8.835512588844274e-05,0,True,True,0.7682842686292548,0.4123735050597976,1.0,0.6900586476540937,False,2867
CCOC(=O)c1cnn(C)c1C(=O)NC1CC1,True,CCOC(=O)c1cnn(C)c1C(=O)NC1CC1,True,237.259,0.4889999999999999,73.22,1,4,4,2,1,17,0.5454545454545454,0.7733196055212616,False,False,False,False,0,True,-2.183166799999995,0.0065589330819538,0,True,True,0.3250919963201472,0.9821757129714811,1.0,0.6900528978840846,False,2868
CC(C)(C)NC(=O)CSc1ccccc1N1CCCC1=O,True,CC(C)(C)NC(=O)CSc1ccccc1N1CCCC1=O,True,306.4310000000001,2.8202000000000007,49.41,1,3,4,2,1,21,0.5,0.8702959010828205,False,False,False,False,0,True,-4.02230325,9.499412570578692e-05,0,True,True,0.750229990800368,0.43537258509659615,1.0,0.6899839006439743,False,2869
CC(Sc1nc(N)cs1)c1ccncc1,True,CC(Sc1nc(N)cs1)c1ccncc1,True,237.353,2.9736,51.8,1,5,3,2,2,15,0.2,0.833784924375801,False,False,False,False,0,True,-3.611499200000004,0.0002446249782205,0,True,True,0.577506899724011,0.6573137074517019,1.0,0.6899379024839007,False,2870
Cc1ccccc1S(=O)(=O)N1CCc2cc(F)ccc21,True,Cc1ccccc1S(=O)(=O)N1CCc2cc(F)ccc21,True,291.347,2.8855200000000014,37.38,0,2,2,3,2,20,0.2,0.8529213747207571,False,False,False,False,0,True,-3.8562878333333295,0.0001392233779213,0,True,True,0.6684682612695492,0.5403633854645814,1.0,0.6899379024839005,False,2871
Nc1cc(Cl)cc(C(=O)Nc2ccnn2C(F)F)c1,True,Nc1cc(Cl)cc(C(=O)Nc2ccnn2C(F)F)c1,True,286.66900000000004,2.7661000000000007,72.94,2,3,3,2,2,19,0.0909090909090909,0.8522158155432458,False,False,False,False,0,True,-3.847237,0.0001421552816034,0,True,True,0.6644434222631095,0.5449632014719411,1.0,0.6897366605335786,False,2872
COc1cccc(-n2nnc(CO)c2N)c1,True,COc1cccc(-n2nnc(CO)c2N)c1,True,220.232,0.3503999999999999,86.19,2,5,3,2,2,16,0.2,0.7790500638778092,False,False,False,False,0,True,-2.413100699999999,0.0038627740040538,0,True,True,0.3486660533578657,0.9506669733210672,1.0,0.6896331646734131,False,2873
COCCNC(=O)Nc1ccc(Br)c2c(C)nn(C)c12,True,COCCNC(=O)Nc1ccc(Br)c2c(C)nn(C)c12,True,341.2090000000001,2.4121200000000007,68.18,2,3,4,2,2,20,0.3846153846153846,0.8395237088948277,False,False,False,False,0,True,-3.699349250000005,0.000199825427151,0,True,True,0.6017709291628335,0.625229990800368,1.0,0.6896274149034038,False,2874
CCN(CC)S(=O)(=O)N1CCOC(COc2ccccc2O)C1,True,CCN(CC)S(=O)(=O)N1CCOC(COc2ccccc2O)C1,True,344.43300000000005,1.0584,79.31000000000002,1,5,7,2,1,23,0.6,0.7999977347948227,False,False,False,False,0,True,-2.975181400000001,0.0010588113790039,0,True,True,0.44250229990800366,0.8299218031278749,1.0,0.6895986660533578,False,2875
COc1cc(CC(C)NC(=O)NCCn2cnnn2)ccc1C,True,COc1cc(CC(C)NC(=O)NCCn2cnnn2)ccc1C,True,318.38100000000003,0.9205199999999998,93.96,2,5,7,2,2,23,0.4666666666666667,0.7915488719029589,False,False,False,False,0,True,-2.7479279999999977,0.0017867837742596,0,True,True,0.4006439742410304,0.8836246550137995,1.0,0.6895584176632934,False,2876
CC1CCCC(C)C1NC(=O)C(C)NS(=O)(=O)c1ccccc1,True,CC(NS(=O)(=O)c1ccccc1)C(=O)NC1C(C)CCCC1C,True,338.4730000000002,2.2943,75.27,2,3,5,2,1,23,0.5882352941176471,0.8648181393886804,False,False,False,False,0,True,-3.9709412500000014,0.0001069199507407,0,True,True,0.7240110395584176,0.4675712971481141,1.0,0.6894549218031278,False,2877
CC(c1ccccc1F)N(C)C(=O)NCCCO,True,CC(c1ccccc1F)N(C)C(=O)NCCCO,True,254.30499999999995,1.9105000000000003,52.57000000000001,2,2,5,1,1,18,0.4615384615384615,0.7885951258183199,False,False,False,False,0,True,-2.695582999999997,0.0020156587121179,0,True,True,0.3897194112235511,0.8973091076356946,1.0,0.6894319227230912,False,2878
CCN(CC)C(=O)c1cc(-c2ccc(F)c(F)c2)n(C)n1,True,CCN(CC)C(=O)c1cc(-c2ccc(F)c(F)c2)n(C)n1,True,293.317,2.8473000000000006,38.13,0,2,4,2,2,21,0.3333333333333333,0.869099439105211,False,False,False,False,0,True,-4.011800000000003,9.73195293592272e-05,0,True,True,0.7429852805887764,0.4429622815087397,1.0,0.6893801747930084,False,2879
Cc1cccc(NC(=O)CSc2nnc(C)s2)c1,True,Cc1cccc(NC(=O)CSc2nnc(C)s2)c1,True,279.39,2.885740000000001,54.88,1,5,4,2,2,18,0.25,0.8743606737782982,False,False,False,False,0,True,-4.0527254,8.856754364293362e-05,0,True,True,0.765984360625575,0.41317847286108556,1.0,0.6893054277828887,False,2880
C=CCOc1nc(=O)n(Cc2ccccc2F)c(=O)[nH]c1=O,True,C=CCOc1nc(=O)n(Cc2ccccc2F)c(=O)[nH]c1=O,True,305.26500000000004,0.044,94.04999999999998,1,5,5,2,2,22,0.1428571428571428,0.787401253467025,False,False,False,False,0,True,-2.658657999999995,0.0021945324144673,0,True,True,0.3830496780128795,0.9051287948482061,1.0,0.6891674333026678,False,2881
C=CCN(Cc1ccc(C(=O)NC)cc1)CC(F)(F)F,True,C=CCN(Cc1ccc(C(=O)NC)cc1)CC(F)(F)F,True,286.297,2.5965000000000007,32.34,1,2,6,1,1,20,0.3571428571428571,0.8152718851043831,False,False,False,False,0,True,-3.297457000000004,0.0005041305311798,0,True,True,0.5068997240110396,0.7457451701931923,1.0,0.689115685372585,False,2882
O=C1CCn2cccc2S1(=O)CNc1ccc2c(c1)CCC2,True,O=C1CCn2cccc2[SH]1(=O)CNc1ccc2c(c1)CCC2,True,316.4260000000001,2.3523000000000005,51.1,2,3,3,4,2,22,0.3529411764705882,0.8548101217047519,False,False,False,False,0,True,-3.879960249999996,0.0001318377401161,0,True,True,0.6777828886844526,0.5257589696412144,1.0,0.6890179392824287,False,2883
Cc1c(F)cccc1NC(=O)NC(C#N)C(C)(C)C,True,Cc1c(F)cccc1NC(=O)NC(C#N)C(C)(C)C,True,263.316,3.193900000000002,64.92,2,2,2,1,1,19,0.4285714285714285,0.8601659814054169,False,False,False,False,0,True,-3.933550999999998,0.0001165330195932,0,True,True,0.704231830726771,0.4917203311867525,1.0,0.6890064397424103,False,2884
CCCC(COC)NS(=O)(=O)c1cc(C(C)C)nn1C,True,CCCC(COC)NS(=O)(=O)c1cc(C(C)C)nn1C,True,303.42800000000005,1.6369,73.22,1,4,8,1,1,20,0.7692307692307693,0.7920694832536596,False,False,False,False,0,True,-2.7733235000000067,0.0016852972029641,0,True,True,0.4034038638454462,0.8782198712051518,1.0,0.6889086936522539,False,2885
CN(CCc1cccc(C(F)(F)F)c1)c1ccc(O)cn1,True,CN(CCc1cccc(C(F)(F)F)c1)c1ccc(O)cn1,True,296.292,3.4849000000000023,36.36,1,3,4,2,2,21,0.2666666666666666,0.9380255523286432,False,False,False,False,0,True,-4.501897000000007,3.148494942344772e-05,0,True,True,0.9784958601655934,0.1387994480220791,1.0,0.6889029438822447,False,2886
O=C(NCCCC1=Cc2cc(F)cc3[nH]cnc23)C1,True,O=C1CC(=Cc2cc(F)cc3[nH]cnc23)CCCN1,True,259.28399999999993,2.3854999999999995,57.78,2,2,1,3,2,19,0.2857142857142857,0.8257447327765409,False,False,False,False,0,True,-3.485465999999997,0.0003269896451626,0,True,True,0.5450781968721251,0.6957221711131555,1.0,0.6887879484820607,False,2887
CC(=O)Nc1cc(NC(=O)COCC2CCCO2)c(C)s1,True,CC(=O)Nc1cc(NC(=O)COCC2CCCO2)c(C)s1,True,312.391,2.1490199999999997,76.66000000000001,2,5,6,2,1,21,0.5714285714285714,0.8436088448970203,False,False,False,False,0,True,-3.748465250000008,0.0001784574775278,0,True,True,0.6197102115915364,0.5997010119595216,1.0,0.6887649494020239,False,2888
Cc1ccc(N2CCN(C(=O)CC3CCOCC3)CC2)cc1C,True,Cc1ccc(N2CCN(C(=O)CC3CCOCC3)CC2)cc1C,True,316.4450000000001,2.768740000000001,32.78,0,3,3,3,1,23,0.631578947368421,0.859468833933408,False,False,False,False,0,True,-3.931367999999999,0.0001171202524966,0,True,True,0.702161913523459,0.49333026678932845,1.0,0.6886384544618216,False,2889
COC(CC)C(=O)OC(C)C(=O)Nc1cccn(C)c1=O,True,CCC(OC)C(=O)OC(C)C(=O)Nc1cccn(C)c1=O,True,296.3230000000001,0.6804999999999994,86.63,1,5,6,1,1,21,0.5,0.7801055823989971,False,False,False,False,0,True,-2.4472379999999974,0.0035707710082586,0,True,True,0.3513109475620975,0.9443422263109476,1.0,0.6886097056117755,False,2890
O=C(Nc1ccc(F)cc1)c1ccccc1C#CCO,True,O=C(Nc1ccc(F)cc1)c1ccccc1C#CCO,True,269.275,2.4218000000000006,49.33,2,2,2,2,2,20,0.0625,0.8225515926175413,False,False,False,False,0,True,-3.431406999999996,0.0003703335002786,0,True,True,0.5333486660533578,0.7102115915363385,1.0,0.6885809567617296,False,2891
COc1ccc(NC(=O)COc2ccccc2N)cc1,True,COc1ccc(NC(=O)COc2ccccc2N)cc1,True,272.304,2.2949,73.58,2,4,5,2,2,20,0.1333333333333333,0.8189917321951251,False,False,False,False,0,True,-3.3672780000000038,0.0004292615604676,0,True,True,0.5200091996320148,0.7267709291628335,1.0,0.6883739650413984,False,2892
CCOC(=O)N(CCC#N)Cc1nccn1-c1ccc(O)cc1,True,CCOC(=O)N(CCC#N)Cc1nccn1-c1ccc(O)cc1,True,314.345,2.4500800000000007,91.38,1,5,6,2,2,23,0.3125,0.8839421362059414,False,False,False,False,0,True,-4.131152250000006,7.393460381297044e-05,0,True,True,0.8049678012879485,0.3602805887764489,1.0,0.6883337166513339,False,2893
