generated_smiles,valid,canonical_smiles,novel_vs_training,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3,qed,lipinski_mw_violation,lipinski_logp_violation,lipinski_hbd_violation,lipinski_hba_violation,lipinski_violations,lipinski_compliant,predicted_logS,predicted_solubility_mol_L,n_descriptors_outside_esol_range,inside_esol_descriptor_range,basic_candidate,qed_score,solubility_score,lipinski_score,multiobjective_score,pareto_front,overall_rank,max_similarity_to_previous_selected,diverse_rank
CC(C(=O)NCc1ccccc1)n1ccccc1=O,True,CC(C(=O)NCc1ccccc1)n1ccccc1=O,True,256.305,1.7257,51.1,1,2,4,2,2,19,0.2,0.905286007891794,False,False,False,False,0,True,-2.72342704761904,0.0018904837662117,0,True,True,0.8799448022079117,0.8891444342226311,1.0,0.907175712971481,False,68,0.29310344827586204,68
COc1ccc(NC(=O)Cn2cc(Cl)cn2)cc1,True,COc1ccc(NC(=O)Cn2cc(Cl)cn2)cc1,True,265.7,2.1838,56.15,1,3,4,2,2,18,0.1666666666666666,0.9218765917138536,False,False,False,False,0,True,-3.0357749999999912,0.0009209265633319,0,True,True,0.937442502299908,0.8145124195032198,1.0,0.9069284728610856,False,69,0.41509433962264153,69
Cc1nnnn1CCC(=O)Nc1ccc(F)cc1Cl,True,Cc1nnnn1CCC(=O)Nc1ccc(F)cc1Cl,True,283.694,1.8028199999999992,72.7,1,4,4,2,2,19,0.2727272727272727,0.9285403475570914,False,False,False,False,0,True,-3.132420999999998,0.0007371892609814,0,True,True,0.9561867525298988,0.7896734130634775,1.0,0.9066697332106717,False,70,0.36507936507936506,70
O=S(=O)(Cc1ccc(Br)cc1F)NC1CC1,True,O=S(=O)(Cc1ccc(Br)cc1F)NC1CC1,True,308.172,2.17,46.17,1,2,4,2,1,16,0.4,0.926425044931663,False,False,False,False,0,True,-3.1089479999999967,0.000778129714376,0,True,True,0.9507819687212512,0.796228150873965,1.0,0.9065317387304508,False,71,0.24528301886792453,71
CCOC(=O)Nc1cc(C(=O)N(C)C)ccc1OC,True,CCOC(=O)Nc1cc(C(=O)N(C)C)ccc1OC,True,266.297,1.9654,67.87,1,4,4,1,1,19,0.3846153846153846,0.9042441314161728,False,False,False,False,0,True,-2.716757000000002,0.0019197425902907,0,True,True,0.8768399264029438,0.890984360625575,1.0,0.906422493100276,False,72,0.26229508196721313,72
CN(C)C(=O)c1cnn(Cc2cccc(F)c2)c1N,True,CN(C)C(=O)c1cnn(Cc2cccc(F)c2)c1N,True,262.288,1.3544999999999998,64.15,1,3,3,2,2,19,0.2307692307692307,0.907844341188366,False,False,False,False,0,True,-2.784656199999989,0.001641889025434,0,True,True,0.8889144434222631,0.874885004599816,1.0,0.9062212511499539,False,73,0.2608695652173913,73
Cc1cc(Cc2nnc(CC(=O)N3CCCC3)[nH]2)cn1C,True,Cc1cc(Cc2nnc(CC(=O)N3CCCC3)[nH]2)cn1C,True,287.367,1.2073199999999995,66.81,1,3,4,3,2,21,0.5333333333333333,0.918776093105512,False,False,False,False,0,True,-2.9901803333333303,0.0010228681756252,0,True,True,0.9262879484820608,0.8261269549218031,1.0,0.9059740110395584,False,74,0.26865671641791045,74
CCc1nnc(NC(=O)C2CC(=O)N(C3CC3)C2)s1,True,CCc1nnc(NC(=O)C2CC(=O)N(C3CC3)C2)s1,True,280.35299999999995,1.0498999999999994,75.19,1,5,4,3,1,19,0.6666666666666666,0.8942054438599406,False,False,False,False,0,True,-2.544598371428572,0.002853656062979,0,True,True,0.8465961361545539,0.9284728610855566,1.0,0.9059337626494941,False,75,0.296875,75
CCC(=O)N1CCc2c(C(N)=O)cn(CC)c2C1C,True,CCC(=O)N1CCc2c(C(N)=O)cn(CC)c2C1C,True,263.341,1.4626,68.33,1,2,3,2,1,19,0.5714285714285714,0.8967172481296545,False,False,False,False,0,True,-2.5799922499999948,0.0026303149295371,0,True,True,0.8524609015639374,0.920883164673413,1.0,0.9059165133394664,False,76,0.23728813559322035,76
CCc1cc(C(=O)N2CCCC(C(N)=O)C2)sc1C,True,CCc1cc(C(=O)N2CCCC(C(N)=O)C2)sc1C,True,280.393,1.95642,63.4,1,3,3,2,1,19,0.5714285714285714,0.9195573582512588,False,False,False,False,0,True,-3.012470000000001,0.0009716950715764,0,True,True,0.9295078196872125,0.8207221711131555,1.0,0.9055312787488501,False,77,0.5714285714285714,77
COc1ccc(F)cc1NCC(=O)N1CCOCC1,True,COc1ccc(F)cc1NCC(=O)N1CCOCC1,True,268.28799999999995,1.1049999999999998,50.8,1,4,4,2,1,19,0.4615384615384615,0.888319116340471,False,False,False,False,0,True,-2.389046999999994,0.0040827519978749,0,True,True,0.8239420423183073,0.954231830726771,1.0,0.904755059797608,False,78,0.3125,78
COc1cc(CNC(=O)c2ccccn2)ccc1F,True,COc1cc(CNC(=O)c2ccccn2)ccc1F,True,260.26800000000003,2.1593,51.22,1,3,4,2,2,19,0.1428571428571428,0.916086296230018,False,False,False,False,0,True,-2.9680793333333257,0.0010762685918038,0,True,True,0.9189282428702852,0.8315317387304508,1.0,0.9045538178472861,False,79,0.35,79
Cc1nc(NC(=O)C2CCCN2C(=O)c2ccco2)no1,True,Cc1nc(NC(=O)C2CCCN2C(=O)c2ccco2)no1,True,290.279,1.2143199999999998,101.47,1,6,3,3,2,21,0.3846153846153846,0.9113779629215962,False,False,False,False,0,True,-2.88322533333333,0.001308502831228,0,True,True,0.9035188592456301,0.8509659613615456,1.0,0.9044215731370744,False,80,0.3484848484848485,80
Cc1nc(C)c(S(=O)(=O)NCc2cnoc2)cc1C,True,Cc1cc(S(=O)(=O)NCc2cnoc2)c(C)nc1C,True,281.33700000000005,1.4733600000000002,85.09,1,5,4,2,2,19,0.3333333333333333,0.9169656903196148,False,False,False,False,0,True,-2.9883639999999945,0.0010271550365249,0,True,True,0.921688132474701,0.8269319227230911,1.0,0.9041858325666974,False,81,0.22807017543859648,81
Cc1nn(C)c(C)c1C(=O)Nc1cnn(C(C)C)c1C,True,Cc1nn(C)c(C)c1C(=O)Nc1cnn(C(C)C)c1C,True,275.35600000000005,2.3750600000000004,64.74000000000001,1,3,3,2,2,20,0.5,0.934936276832685,False,False,False,False,0,True,-3.246271000000008,0.0005671905677281,0,True,True,0.9719411223551058,0.7621895124195032,1.0,0.9041398344066236,False,82,0.2857142857142857,82
CNC(=O)c1ccc(CC(=O)N2CCCCC2)cc1,True,CNC(=O)c1ccc(CC(=O)N2CCCCC2)cc1,True,260.33699999999993,1.6012,49.41,1,2,3,2,1,19,0.4666666666666667,0.8971388575714488,False,False,False,False,0,True,-2.6214589999999958,0.0023907876293612,0,True,True,0.8538408463661453,0.9131784728610856,1.0,0.9038408463661454,False,83,0.37735849056603776,83
O=C(Cn1nc2n(c1=O)CCCCC2)NC1CCCC1,True,O=C(Cn1nc2n(c1=O)CCCCC2)NC1CCCC1,True,278.356,0.8299999999999994,68.92,1,3,3,3,1,20,0.7857142857142857,0.8901094645161682,False,False,False,False,0,True,-2.468754000000003,0.0033981770304313,0,True,True,0.8318767249310027,0.9403173873045079,1.0,0.903455611775529,False,84,0.25806451612903225,84
O=C(c1cnns1)N(CC(N)=O)c1ccccc1Cl,True,NC(=O)CN(C(=O)c1cnns1)c1ccccc1Cl,True,296.73900000000003,1.3236,89.18,1,5,4,2,2,19,0.0909090909090909,0.9212953101437764,False,False,False,False,0,True,-3.069876999999992,0.0008513791299258,0,True,True,0.9356025758969642,0.8065777368905244,1.0,0.9033233670653174,False,85,0.2698412698412698,85
CCCNC(=O)C1CCCN(C(=O)c2cnc(C)cn2)C1,True,CCCNC(=O)C1CCCN(C(=O)c2cnc(C)cn2)C1,True,290.367,1.1634199999999997,75.19,1,4,4,2,1,21,0.6,0.9027335969001892,False,False,False,False,0,True,-2.7229407666666616,0.001892601732596,0,True,True,0.8710901563937442,0.8893744250229991,1.0,0.9032716191352346,False,86,0.3870967741935484,86
Cc1cccc2c(CC(=O)CNC(=O)OC)ccn12,True,COC(=O)NCC(=O)Cc1ccn2c(C)cccc12,True,260.293,1.7153199999999995,59.81,1,3,4,2,2,19,0.2857142857142857,0.9100926274643316,False,False,False,False,0,True,-2.870083999999993,0.0013487019952692,0,True,True,0.8979990800367985,0.8540708371665133,1.0,0.9030243790248389,False,87,0.23809523809523808,87
CCN1CCN(C(=O)Cc2c(F)cccc2F)CC(CO)C1,True,CCN1CCN(C(=O)Cc2c(F)cccc2F)CC(CO)C1,True,312.36000000000007,1.2798999999999996,43.78,1,3,4,2,1,22,0.5625,0.910743537372538,False,False,False,False,0,True,-2.890168333333335,0.0012877503205748,0,True,True,0.9007589696412144,0.8497010119595216,1.0,0.9027368905243791,False,88,0.3230769230769231,88
COCc1nccc2c1CCNC2(C#N)CC(F)(F)F,True,COCc1nccc2c1CCNC2(C#N)CC(F)(F)F,True,285.26899999999995,2.04498,57.94,1,4,3,2,1,20,0.5384615384615384,0.9230603813409284,False,False,False,False,0,True,-3.1048630000000057,0.0007854833795298,0,True,True,0.9412373505059798,0.797608095676173,1.0,0.9027196412143514,False,89,0.15384615384615385,89
COc1ccc(NC(=O)C2CCN(S(C)(=O)=O)CC2)cc1,True,COc1ccc(NC(=O)C2CCN(S(C)(=O)=O)CC2)cc1,True,312.3910000000001,1.3052999999999997,75.71000000000001,1,4,4,2,1,21,0.5,0.909187371661338,False,False,False,False,0,True,-2.8610975333333304,0.0013769002115725,0,True,True,0.8946642134314627,0.8566007359705612,1.0,0.9024091536338545,False,90,0.5098039215686274,90
Cc1cc(=O)n(CC(=O)NC2CCCCC2C)cc1,True,Cc1ccn(CC(=O)NC2CCCCC2C)c(=O)c1,True,262.35299999999995,1.85162,51.1,1,2,3,2,1,19,0.6,0.9035142894530728,False,False,False,False,0,True,-2.7577143333333294,0.0017469708832747,0,True,True,0.8739650413983441,0.8818997240110396,1.0,0.9019491720331188,False,91,0.3064516129032258,91
CCn1cc(C(=O)Nc2ccc(F)cc2F)ccc1=O,True,CCn1cc(C(=O)Nc2ccc(F)cc2F)ccc1=O,True,278.25800000000004,2.3987,51.1,1,2,3,2,2,20,0.1428571428571428,0.9368952011590908,False,False,False,False,0,True,-3.2844393333333306,0.0005194702333201,0,True,True,0.9759659613615456,0.750344986200552,1.0,0.9018054277828886,False,92,0.36666666666666664,92
NC(=O)C1CCN(C(=O)Cc2cccc(F)c2)CC1,True,NC(=O)C1CCN(C(=O)Cc2cccc(F)c2)CC1,True,264.3,1.0920999999999996,63.400000000000006,1,2,3,2,1,19,0.4285714285714285,0.8879434327761002,False,False,False,False,0,True,-2.433214738095232,0.0036879520168368,0,True,True,0.8218721251149954,0.9471021159153634,1.0,0.9013281968721252,False,93,0.4716981132075472,93
CC(CO)c1ccccc1C(=O)N1CCn2c(nnc2C)C1,True,Cc1nnc2n1CCN(C(=O)c1ccccc1C(C)CO)C2,True,300.3620000000001,1.3383200000000002,71.25,1,4,3,3,2,22,0.4375,0.92827207755294,False,False,False,False,0,True,-3.2008326666666664,0.0006297487778431,0,True,True,0.9552667893284269,0.7741490340386384,1.0,0.9008222171113156,False,94,0.21621621621621623,94
Cc1ccc(C)c(S(=O)(=O)N(C)C(C#N)C(C)CO)c1,True,Cc1ccc(C)c(S(=O)(=O)N(C)C(C#N)C(C)CO)c1,True,296.39200000000005,1.44452,81.4,1,4,5,1,1,20,0.5,0.8912283369717499,False,False,False,False,0,True,-2.561760999999999,0.0027430833243154,0,True,True,0.8371665133394665,0.9253679852805887,1.0,0.9006037258509658,False,95,0.22580645161290322,95
Oc1csc(CN2CCN(c3cncnc3)CC2)c1,True,Oc1csc(CN2CCN(c3cncnc3)CC2)c1,True,276.365,1.5659,52.49,1,6,3,3,2,19,0.3846153846153846,0.9218842990186826,False,False,False,False,0,True,-3.108999999999996,0.0007780365510398,0,True,True,0.937557497700092,0.796113155473781,1.0,0.9005404783808648,False,96,0.15492957746478872,96
CC1(C)COC(c2cccc(OCC(N)=O)c2)C1=O,True,CC1(C)COC(c2cccc(OCC(N)=O)c2)C1=O,True,263.29299999999995,1.2173,78.62,1,4,4,2,1,19,0.4285714285714285,0.8854019643409109,False,False,False,False,0,True,-2.363105449999989,0.0043340563143032,0,True,True,0.8112925482980681,0.9581416743330267,1.0,0.9004312327506898,False,97,0.21428571428571427,97
CS(=O)(=O)NCCc1cc(Cl)ccc1Cl,True,CS(=O)(=O)NCCc1cc(Cl)ccc1Cl,True,268.165,2.0851,46.17,1,2,4,1,1,15,0.3333333333333333,0.9083479346066038,False,False,False,False,0,True,-2.8682053999999946,0.0013545486257352,0,True,True,0.891674333026679,0.8546458141674333,1.0,0.9003794848206073,False,98,0.24,98
NS(=O)(=O)N1CCCC1c1ccc(-n2cccn2)c(F)c1,True,NS(=O)(=O)N1CCCC1c1ccc(-n2cccn2)c(F)c1,True,310.35400000000004,1.3518000000000003,81.22000000000001,1,3,3,3,2,21,0.3076923076923077,0.9288983831391664,False,False,False,False,0,True,-3.2133656666666632,0.0006118350227849,0,True,True,0.9567617295308187,0.7702391904323828,1.0,0.9001264949402024,False,99,0.2535211267605634,99
N#Cc1cccc(S(=O)(=O)NC2(C#N)c3ncccc3C2)c1,True,N#Cc1cccc(S(=O)(=O)NC2(C#N)Cc3cccnc32)c1,True,310.338,1.20676,106.64,1,5,3,3,2,22,0.1333333333333333,0.9165376986974656,False,False,False,False,0,True,-3.029999333333332,0.0009332557333963,0,True,True,0.9203081876724931,0.8163523459061638,1.0,0.8998620055197792,False,100,0.19444444444444445,100
