generated_smiles,valid,canonical_smiles,novel_vs_training,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3,qed,lipinski_mw_violation,lipinski_logp_violation,lipinski_hbd_violation,lipinski_hba_violation,lipinski_violations,lipinski_compliant,predicted_logS,predicted_solubility_mol_L,n_descriptors_outside_esol_range,inside_esol_descriptor_range,basic_candidate
Cc1cc(C)nc(NS(=O)(=O)c2ccc(F)c(F)c2)n1,True,Cc1cc(C)nc(NS(=O)(=O)c2ccc(F)c(F)c2)n1,True,299.302,2.17244,71.95,1,4,3,2,2,20,0.16666666666666666,0.9425146754400783,False,False,False,False,0,True,-3.4243860000000037,0.00037636913420552613,0,True,True
Cc1ccc(C(=O)N(C)CC(=O)Nc2ncccc2F)s1,True,Cc1ccc(C(=O)N(C)CC(=O)Nc2ncccc2F)s1,True,307.35,2.3013200000000005,62.300000000000004,1,4,4,2,2,21,0.21428571428571427,0.9425122573289452,False,False,False,False,0,True,-3.8476540000000026,0.00014201885274029016,0,True,True
COc1ccc(CC(=O)Nc2cn(C)nc2C(F)(F)F)s1,True,COc1ccc(CC(=O)Nc2cn(C)nc2C(F)(F)F)s1,True,319.308,2.690200000000001,56.15,1,4,4,2,2,21,0.3333333333333333,0.9425025400142601,False,False,False,False,0,True,-4.150420050000003,7.072613896337106e-05,0,True,True
Cc1ccc(C(=O)Nc2ccc3c(c2)CC(=O)N3C(C)C)cc1,True,Cc1ccc(C(=O)Nc2ccc3c(c2)CC(=O)N3C(C)C)cc1,True,308.38100000000003,3.5448200000000023,49.410000000000004,1,2,3,3,2,23,0.2631578947368421,0.9424862469834526,False,False,False,False,0,True,-4.259085533333336,5.506992267351098e-05,0,True,True
CNC(=O)c1cn(CCC#N)c2c1CCCC2c1ccccc1,True,CNC(=O)c1cn(CCC#N)c2c1CCCC2c1ccccc1,True,307.397,3.229580000000002,57.82,1,2,4,3,2,23,0.3684210526315789,0.9424856191452169,False,False,False,False,0,True,-4.293312190476198,5.089648726014467e-05,0,True,True
CCCOc1ccccc1C(=O)N1CCc2[nH]c(=O)ccc2C1,True,CCCOc1ccccc1C(=O)N1CCc2[nH]c(=O)ccc2C1,True,312.369,2.3622000000000005,62.4,1,3,4,3,2,23,0.3333333333333333,0.9424794549735983,False,False,False,False,0,True,-3.9497655833333294,0.00011226242433094125,0,True,True
COc1cc(C(=O)N2CC(O)(C3CCC3)CC2)cc2ccccc12,True,COc1cc(C(=O)N2CCC(O)(C3CCC3)C2)cc2ccccc12,True,325.408,3.225500000000002,49.769999999999996,1,3,3,4,2,24,0.45,0.9424472188894594,False,False,False,False,0,True,-4.0981744404762015,7.976742258611173e-05,0,True,True
Cc1ccc(NC(=O)c2ccnc(N(C)C(=O)C(C)C)c2)cc1,True,Cc1ccc(NC(=O)c2ccnc(N(C)C(=O)C(C)C)c2)cc1,True,311.38500000000005,3.261120000000002,62.300000000000004,1,3,4,2,2,23,0.2777777777777778,0.9423985912612507,False,False,False,False,0,True,-4.374033716666675,4.226358014526418e-05,0,True,True
Cc1nc(NC(=O)N2CCN(Cc3ccccc3)CC2)ccc1F,True,Cc1nc(NC(=O)N2CCN(Cc3ccccc3)CC2)ccc1F,True,328.3910000000001,2.878820000000002,48.470000000000006,1,3,3,3,2,24,0.3333333333333333,0.9423863813931609,False,False,False,False,0,True,-4.136739107142863,7.298958474560308e-05,0,True,True
COc1cc(C2NC(=O)c3ccccc32)cc(OC)c1OC,True,COc1cc(C2NC(=O)c3ccccc32)cc(OC)c1OC,True,299.3260000000001,2.5452000000000004,56.790000000000006,1,4,4,3,2,22,0.23529411764705882,0.9423542051926892,False,False,False,False,0,True,-3.9829471333333335,0.00010400467630145528,0,True,True
CCc1ccc(NC(=O)c2cnn(C)c2C)c(Br)c1,True,CCc1ccc(NC(=O)c2cnn(C)c2C)c(Br)c1,True,322.206,3.3057200000000018,46.92,1,2,3,2,2,19,0.2857142857142857,0.9423208615263148,False,False,False,False,0,True,-4.450777333333344,3.541788852232217e-05,0,True,True
Cc1ccc(OC2CN(C(=O)Cc3c[nH]cc3C)CC2)c(C)c1,True,Cc1ccc(OC2CCN(C(=O)Cc3c[nH]cc3C)C2)c(C)c1,True,312.41300000000007,3.1623600000000023,45.33,1,2,4,3,2,23,0.42105263157894735,0.9423159769300563,False,False,False,False,0,True,-4.228189857142863,5.9130308229277305e-05,0,True,True
Cc1ccc(C(=O)NC2CCN(c3ccccc3F)C2)cc1F,True,Cc1ccc(C(=O)NC2CCN(c3ccccc3F)C2)cc1F,True,316.35100000000006,3.281920000000002,32.34,1,2,3,3,2,23,0.2777777777777778,0.9423104923730292,False,False,False,False,0,True,-4.358435000000008,4.380916745822083e-05,0,True,True
O=C(c1cc(F)ccc1N1CCCC1)Nc1ccccn1,True,O=C(Nc1ccccn1)c1cc(F)ccc1N1CCCC1,True,285.32200000000006,3.0732000000000017,45.230000000000004,1,3,3,3,2,21,0.25,0.9423076580447389,False,False,False,False,0,True,-4.309480166666673,4.903654162578216e-05,0,True,True
CC(=O)NC(C)(C)Cc1ccccc1-c1cc(C#N)cn1C,True,CC(=O)NC(C)(C)Cc1ccccc1-c1cc(C#N)cn1C,True,295.386,3.0209800000000016,57.82,1,2,4,2,2,22,0.3333333333333333,0.9422557860485907,False,False,False,False,0,True,-4.255540866666674,5.5521236974511e-05,0,True,True
CCC1CCN(C(=O)Nc2ccc(-n3ccnc3)cc2)CC1,True,CCC1CCN(C(=O)Nc2ccc(-n3ccnc3)cc2)CC1,True,298.3900000000001,3.526200000000002,50.160000000000004,1,2,3,3,2,22,0.4117647058823529,0.9421420208050069,False,False,False,False,0,True,-4.478826866666673,3.320267950595309e-05,0,True,True
Cc1cc(C)n(C(C)C(=O)Nc2ccc(C(C)C)c(=O)n2C)n1,True,Cc1cc(C)n(C(C)C(=O)Nc2ccc(C(C)C)c(=O)n2C)n1,True,316.4050000000001,2.5217400000000003,68.92,1,3,4,2,2,23,0.47058823529411764,0.9420907852008134,False,False,False,False,0,True,-3.969127583333337,0.00010736739512195221,0,True,True
Cc1[nH]c(=O)n(CC(=O)N(C)c2ccccc2Cl)c1C,True,Cc1[nH]c(=O)n(CC(=O)N(C)c2ccccc2Cl)c1C,True,293.754,2.1096399999999997,58.1,1,2,3,2,2,20,0.2857142857142857,0.9420880726620872,False,False,False,False,0,True,-3.286833000000001,0.0005166149859266452,0,True,True
