canonical_smiles,n_source_records,label_min,label_max,label_range,action
Clc1cccc(Cl)c1Cl,1,-4.0,-4.0,0.0,keep_unique
ClC(Cl)(Cl)Cl,1,-2.31,-2.31,0.0,keep_unique
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,1,-3.2,-3.2,0.0,keep_unique
OC1CCCCCCC1,1,-1.29,-1.29,0.0,keep_unique
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1,-3.999,-3.999,0.0,keep_unique
CCOc1ccc(NC(N)=O)cc1,1,-2.17,-2.17,0.0,keep_unique
CC1CCC(C)CC1,1,-4.47,-4.47,0.0,keep_unique
c1cnc2c(c1)ccc1ncccc12,1,-2.68,-2.68,0.0,keep_unique
COC(C)(C)C,1,-0.24,-0.24,0.0,keep_unique
CC=Cc1ccc(OC)cc1,1,-3.13,-3.13,0.0,keep_unique
CCCCCCCCCCCCCCCCO,1,-7.0,-7.0,0.0,keep_unique
O=c1cc[nH]c(=O)[nH]1,1,-1.4880000000000002,-1.4880000000000002,0.0,keep_unique
Nc1ncnc2nc[nH]c12,1,-2.12,-2.12,0.0,keep_unique
Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,1,-7.21,-7.21,0.0,keep_unique
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,1,-2.596,-2.596,0.0,keep_unique
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,1,-8.23,-8.23,0.0,keep_unique
O=C(Nc1ccccc1)Nc1ccccc1,1,-3.15,-3.15,0.0,keep_unique
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,2,-2.322,-2.322,0.0,aggregate_duplicates
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,1,-6.29,-6.29,0.0,keep_unique
CC(C)c1ccc(NC(=O)N(C)C)cc1,1,-3.536,-3.536,0.0,keep_unique
CCN(CC)C(=O)CSc1ccc(Cl)nn1,1,-1.716,-1.716,0.0,keep_unique
CCC(C)(C)CO,1,-1.04,-1.04,0.0,keep_unique
CCCOC(=O)CCC,1,-1.75,-1.75,0.0,keep_unique
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1,-3.22,-3.22,0.0,keep_unique
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,1,-4.2,-4.2,0.0,keep_unique
C1CCCCCC1,1,-3.51,-3.51,0.0,keep_unique
CCCOC=O,1,-0.49,-0.49,0.0,keep_unique
Cc1ccccc1C(C)C,1,-3.76,-3.76,0.0,keep_unique
Nc1cccc(Cl)c1,1,-1.37,-1.37,0.0,keep_unique
CC(C)CC(C)C,1,-4.26,-4.26,0.0,keep_unique
c1ccc2c(c1)oc1ccccc12,1,-4.6,-4.6,0.0,keep_unique
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,1,-3.42,-3.42,0.0,keep_unique
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,1,-3.43,-3.43,0.0,keep_unique
c1ccc2nc3ccccc3cc2c1,1,-3.67,-3.67,0.0,keep_unique
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1,-3.11,-3.11,0.0,keep_unique
OCC1OC(O)C(O)C(O)C1O,1,0.74,0.74,0.0,keep_unique
Cc1cccc(O)c1,1,-0.68,-0.68,0.0,keep_unique
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1,-3.5860000000000003,-3.5860000000000003,0.0,keep_unique
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1,-6.005,-6.005,0.0,keep_unique
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,1,-3.39,-3.39,0.0,keep_unique
CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O,1,-2.696,-2.696,0.0,keep_unique
CCCCCCCCCC(=O)OCC,1,-4.1,-4.1,0.0,keep_unique
CN(C)C(=O)Nc1ccccc1,1,-1.6,-1.6,0.0,keep_unique
CCCOCC,1,-0.66,-0.66,0.0,keep_unique
CC(C)O,1,0.43,0.43,0.0,keep_unique
Cc1ccc2ccccc2c1,1,-3.77,-3.77,0.0,keep_unique
ClC(Br)Br,1,-1.9,-1.9,0.0,keep_unique
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,1,-4.43,-4.43,0.0,keep_unique
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,1,-3.37,-3.37,0.0,keep_unique
ClCc1ccccc1,1,-2.39,-2.39,0.0,keep_unique
C/C=C/C=O,1,0.32,0.32,0.0,keep_unique
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,1,-3.924,-3.924,0.0,keep_unique
Cc1c2ccccc2c(C)c2ccccc12,1,-6.57,-6.57,0.0,keep_unique
CCCCCC(=O)OC,1,-1.87,-1.87,0.0,keep_unique
CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,1,-4.328,-4.328,0.0,keep_unique
CC(=O)Nc1ccc(F)cc1,1,-1.78,-1.78,0.0,keep_unique
CCc1cccc(CC)c1N(COC)C(=O)CCl,1,-3.26,-3.26,0.0,keep_unique
C1=CCCCC1,1,-2.59,-2.59,0.0,keep_unique
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1,-3.09,-3.09,0.0,keep_unique
c1cncnc1,1,1.1,1.1,0.0,keep_unique
O=[N+]([O-])c1ccc(Cl)cc1,1,-2.92,-2.92,0.0,keep_unique
CCC(=O)OC,1,-0.14,-0.14,0.0,keep_unique
O=[N+]([O-])c1ccccc1Cl,1,-2.55,-2.55,0.0,keep_unique
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,-4.77,-4.77,0.0,keep_unique
CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,1,-1.877,-1.877,0.0,keep_unique
O=[N+]([O-])c1ccccc1,1,-1.8,-1.8,0.0,keep_unique
Ic1ccccc1,1,-3.01,-3.01,0.0,keep_unique
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,1,-3.78,-3.78,0.0,keep_unique
COc1ccccc1OCC(O)COC(N)=O,1,-0.985,-0.985,0.0,keep_unique
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1,-4.19,-4.19,0.0,keep_unique
Oc1cccc(Cl)c1Cl,1,-1.3,-1.3,0.0,keep_unique
CCCC(=O)OC,1,-1.92,-1.92,0.0,keep_unique
CCC(=O)Nc1ccc(Cl)c(Cl)c1,1,-3.0,-3.0,0.0,keep_unique
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,1,-2.404,-2.404,0.0,keep_unique
CCCCCC(=O)OCC,1,-2.35,-2.35,0.0,keep_unique
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,1,-1.84,-1.84,0.0,keep_unique
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,1,-5.47,-5.47,0.0,keep_unique
COc1nc(NC(C)C)nc(NC(C)C)n1,1,-2.478,-2.478,0.0,keep_unique
C=CCCCCCC,1,-4.44,-4.44,0.0,keep_unique
Cc1ccc(N)cc1,1,-1.21,-1.21,0.0,keep_unique
Nc1nccs1,1,-0.36,-0.36,0.0,keep_unique
CNC(=O)Oc1ccccc1,1,-1.803,-1.803,0.0,keep_unique
CCCC(O)CC,1,-0.8,-0.8,0.0,keep_unique
Oc1c2ccccc2cc2ccccc12,1,-4.73,-4.73,0.0,keep_unique
Cc1ccc2cc3ccccc3cc2c1,1,-6.96,-6.96,0.0,keep_unique
Cc1cccc(C)c1C,1,-3.2,-3.2,0.0,keep_unique
CNC(=O)Oc1ccc(N(C)C)c(C)c1,1,-2.36,-2.36,0.0,keep_unique
CCCCCCCC(C)O,1,-2.74,-2.74,0.0,keep_unique
CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,1,-3.35,-3.35,0.0,keep_unique
CCCC(=O)CC,1,-0.83,-0.83,0.0,keep_unique
N#Cc1cc(Br)c(O)c(Br)c1,1,-3.33,-3.33,0.0,keep_unique
Clc1ccc(-c2ccccc2)cc1Cl,1,-6.39,-6.39,0.0,keep_unique
CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,1,-4.873,-4.873,0.0,keep_unique
Oc1cccc2ncccc12,1,-2.54,-2.54,0.0,keep_unique
CC1=C(C(=O)Nc2ccccc2)SCCO1,1,-3.14,-3.14,0.0,keep_unique
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,1,-3.81,-3.81,0.0,keep_unique
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,-4.28,-4.28,0.0,keep_unique
ClCBr,1,-0.89,-0.89,0.0,keep_unique
CCC1(CC)C(=O)NC(=O)N(C)C1=O,1,-2.23,-2.23,0.0,keep_unique
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1,-4.63,-4.63,0.0,keep_unique
NC(=O)NCc1ccccc1,1,-0.95,-0.95,0.0,keep_unique
Cc1ccc(NC(=O)N(C)C)cc1Cl,1,-3.483,-3.483,0.0,keep_unique
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,-3.592,-3.592,0.0,keep_unique
OC1CCCCCC1,1,-0.88,-0.88,0.0,keep_unique
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,1,-2.154,-2.154,0.0,keep_unique
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,1,-3.36,-3.36,0.0,keep_unique
CC(=O)Nc1nnc(S(N)(=O)=O)s1,1,-2.36,-2.36,0.0,keep_unique
O=[N+]([O-])c1ccc(O)cc1,1,-0.74,-0.74,0.0,keep_unique
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,1,-6.307,-6.307,0.0,keep_unique
C1CCOC1,1,0.49,0.49,0.0,keep_unique
Nc1ccccc1[N+](=O)[O-],1,-1.96,-1.96,0.0,keep_unique
Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,1,-7.28,-7.28,0.0,keep_unique
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1,-3.81,-3.81,0.0,keep_unique
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],1,-3.0,-3.0,0.0,keep_unique
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1,-4.42,-4.42,0.0,keep_unique
CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,1,-4.4110000000000005,-4.4110000000000005,0.0,keep_unique
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,1,-5.4,-5.4,0.0,keep_unique
Brc1ccc(Br)c(Br)c1,1,-4.5,-4.5,0.0,keep_unique
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,1,-3.952,-3.952,0.0,keep_unique
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,1,-2.356,-2.356,0.0,keep_unique
Cc1ccc(C(C)C)cc1O,1,-2.08,-2.08,0.0,keep_unique
O=C1CSC(=S)N1,1,-1.77,-1.77,0.0,keep_unique
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,1,-3.083,-3.083,0.0,keep_unique
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,1,-5.259,-5.259,0.0,keep_unique
CCN(CC)C(=S)SSC(=S)N(CC)CC,1,-4.86,-4.86,0.0,keep_unique
C1CCCCC1,1,-3.1,-3.1,0.0,keep_unique
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,1,-7.278,-7.278,0.0,keep_unique
Cc1cc(Cl)ccc1N=CN(C)C,1,-2.86,-2.86,0.0,keep_unique
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,1,-5.24,-5.24,0.0,keep_unique
CCCCCCCCO,1,-2.39,-2.39,0.0,keep_unique
CCSCC,1,-1.34,-1.34,0.0,keep_unique
ClCCCl,1,-1.06,-1.06,0.0,keep_unique
CCC(C)(C)Cl,1,-2.51,-2.51,0.0,keep_unique
ClCCBr,1,-1.32,-1.32,0.0,keep_unique
Nc1ccc([N+](=O)[O-])cc1,1,-2.37,-2.37,0.0,keep_unique
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1,-0.244,-0.244,0.0,keep_unique
CCN1C(=O)c2cccnc2N(CC)c2ncccc21,1,-2.86,-2.86,0.0,keep_unique
Clc1ccccc1,1,-2.38,-2.38,0.0,keep_unique
C=CCCCCCCC,1,-5.05,-5.05,0.0,keep_unique
Brc1ccc(I)cc1,1,-4.56,-4.56,0.0,keep_unique
CCC(C)(O)CC,1,-0.36,-0.36,0.0,keep_unique
CCCCCc1ccccc1,1,-4.64,-4.64,0.0,keep_unique
NC(=O)NC1NC(=O)NC1=O,1,-1.6,-1.6,0.0,keep_unique
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,1,-4.571000000000001,-4.571000000000001,0.0,keep_unique
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,2,-7.2,-7.2,0.0,aggregate_duplicates
CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1,-5.184,-5.184,0.0,keep_unique
Clc1cccc2ccccc12,1,-3.93,-3.93,0.0,keep_unique
CCN1c2ccccc2C(=O)N(C)c2ccccc21,1,-4.749,-4.749,0.0,keep_unique
CCCCC(C)O,1,-0.89,-0.89,0.0,keep_unique
CCCC1CCCC1,1,-4.74,-4.74,0.0,keep_unique
CCOC(=O)c1cncn1C(C)c1ccccc1,1,-4.735,-4.735,0.0,keep_unique
Oc1ccc(Cl)c(Cl)c1,1,-1.25,-1.25,0.0,keep_unique
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,-8.017000000000001,-8.017000000000001,0.0,keep_unique
c1ccc2ocnc2c1,1,-1.16,-1.16,0.0,keep_unique
CCCCCO,1,-0.6,-0.6,0.0,keep_unique
CCN(CC)c1ccccc1,1,-3.03,-3.03,0.0,keep_unique
Fc1cccc(F)c1,1,-2.0,-2.0,0.0,keep_unique
N#CCCCl,1,-0.29,-0.29,0.0,keep_unique
CC(C)(C)Cc1ccccc1,1,-4.15,-4.15,0.0,keep_unique
Clc1ccccc1I,1,-3.54,-3.54,0.0,keep_unique
c1ccc2[nH]nnc2c1,1,-0.78,-0.78,0.0,keep_unique
CNC(=O)Oc1cccc2c1OC(C)(C)C2,1,-2.8,-2.8,0.0,keep_unique
Cc1cccc(C)c1O,1,-1.29,-1.29,0.0,keep_unique
CC(C)C(C)O,1,-0.18,-0.18,0.0,keep_unique
OC(c1ccccc1)c1ccccc1,1,-2.55,-2.55,0.0,keep_unique
CCCCCCCCCC(=O)OC,1,-4.69,-4.69,0.0,keep_unique
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,1,-4.31,-4.31,0.0,keep_unique
CC(C)CBr,1,-2.43,-2.43,0.0,keep_unique
CCI,1,-1.6,-1.6,0.0,keep_unique
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,1,-1.95,-1.95,0.0,keep_unique
CCCCCCBr,1,-3.81,-3.81,0.0,keep_unique
CCCC(C)C,1,-3.74,-3.74,0.0,keep_unique
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,1,-7.321000000000001,-7.321000000000001,0.0,keep_unique
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,1,-2.73,-2.73,0.0,keep_unique
O=[N+]([O-])c1ccc(C=NO)o1,1,-2.19,-2.19,0.0,keep_unique
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,-8.003,-8.003,0.0,keep_unique
Nc1nc[nH]n1,1,0.522,0.522,0.0,keep_unique
BrC(Br)Br,1,-1.91,-1.91,0.0,keep_unique
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1,-0.22,-0.22,0.0,keep_unique
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,1,-5.233,-5.233,0.0,keep_unique
OCc1ccccc1,1,-0.4,-0.4,0.0,keep_unique
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,1,-2.84,-2.84,0.0,keep_unique
Oc1ccc(Br)cc1,1,-1.09,-1.09,0.0,keep_unique
CC(C)Br,1,-1.59,-1.59,0.0,keep_unique
CC(C)CC(C)(C)C,1,-4.74,-4.74,0.0,keep_unique
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1,-2.89,-2.89,0.0,keep_unique
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1,-3.796,-3.796,0.0,keep_unique
CCC,1,-1.94,-1.94,0.0,keep_unique
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],1,-1.989,-1.989,0.0,keep_unique
Nc1cccc2nc3ccccc3cc12,1,-4.22,-4.22,0.0,keep_unique
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,1,-8.49,-8.49,0.0,keep_unique
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,1,-5.666,-5.666,0.0,keep_unique
c1cc2c3c(cccc3c1)CC2,1,-4.63,-4.63,0.0,keep_unique
Brc1ccc(Br)cc1,1,-4.07,-4.07,0.0,keep_unique
Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,1,-2.82,-2.82,0.0,keep_unique
Oc1ccc(-c2ccccc2)cc1,1,-3.48,-3.48,0.0,keep_unique
CC1=C(C(=O)Nc2ccccc2)CCCO1,1,-2.56,-2.56,0.0,keep_unique
C=COCC,1,-0.85,-0.85,0.0,keep_unique
C#CCC,1,-1.24,-1.24,0.0,keep_unique
COc1ncnc2nccnc12,1,-1.11,-1.11,0.0,keep_unique
CCCCC(C)(O)CC,1,-1.6,-1.6,0.0,keep_unique
Clc1ccc(Cl)cc1,1,-3.27,-3.27,0.0,keep_unique
CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,1,-4.47,-4.47,0.0,keep_unique
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,1,-1.981,-1.981,0.0,keep_unique
Cc1c[nH]c2ccccc12,1,-2.42,-2.42,0.0,keep_unique
COc1ncc2nccnc2n1,1,-1.11,-1.11,0.0,keep_unique
CNC(=O)Oc1ccccc1C1OCCO1,1,-1.57,-1.57,0.0,keep_unique
CC(C)CNC(=O)N1CCNC1=O,1,-2.15,-2.15,0.0,keep_unique
CC#N,1,0.26,0.26,0.0,keep_unique
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,1,-4.7,-4.7,0.0,keep_unique
CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1,1,-3.59,-3.59,0.0,keep_unique
ClCC(Cl)(Cl)Cl,1,-2.18,-2.18,0.0,keep_unique
CCCCO,1,0.0,0.0,0.0,keep_unique
CC1CCCCC1NC(=O)Nc1ccccc1,1,-4.11,-4.11,0.0,keep_unique
Clc1cc(Cl)cc(Cl)c1,1,-4.48,-4.48,0.0,keep_unique
O=Cc1ccco1,1,-0.1,-0.1,0.0,keep_unique
CC(C)CCO,1,-0.51,-0.51,0.0,keep_unique
O=Cc1ccc2c(c1)OCO2,1,-1.63,-1.63,0.0,keep_unique
C=C(C)C,1,-2.33,-2.33,0.0,keep_unique
O=Cc1ccccc1,1,-1.19,-1.19,0.0,keep_unique
C=C(C)C(=C)C,1,-2.4,-2.4,0.0,keep_unique
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,1,-4.71,-4.71,0.0,keep_unique
CN1C(=O)c2cccnc2Oc2ccccc21,1,-3.672,-3.672,0.0,keep_unique
c1ccc2c(c1)Cc1ccccc1-2,1,-5.0,-5.0,0.0,keep_unique
CC1CCCCC1,1,-3.85,-3.85,0.0,keep_unique
N=C(N)NS(=O)(=O)c1ccc(N)cc1,1,-1.99,-1.99,0.0,keep_unique
COC(=O)c1ccc(O)cc1,1,-1.827,-1.827,0.0,keep_unique
CC1CCCO1,1,0.11,0.11,0.0,keep_unique
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,1,-3.09,-3.09,0.0,keep_unique
OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,1,-0.85,-0.85,0.0,keep_unique
CCCI,1,-2.29,-2.29,0.0,keep_unique
CCNc1nc(NC(C)C)nc(SC)n1,1,-3.04,-3.04,0.0,keep_unique
CCCO,1,0.62,0.62,0.0,keep_unique
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,1,-3.817,-3.817,0.0,keep_unique
CCCC(C)O,1,-0.29,-0.29,0.0,keep_unique
O=C(c1ccccc1)C(O)c1ccccc1,1,-2.85,-2.85,0.0,keep_unique
Cc1ccc(O)c(C)c1,1,-1.19,-1.19,0.0,keep_unique
O=[N+]([O-])c1cccc(Cl)c1,1,-2.77,-2.77,0.0,keep_unique
Cc1c(N)c(=O)n(-c2ccccc2)n1C,1,-0.624,-0.624,0.0,keep_unique
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,1,-6.57,-6.57,0.0,keep_unique
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,1,-4.92,-4.92,0.0,keep_unique
CCNc1nc(NC(C)(C)C)nc(SC)n1,1,-4.0,-4.0,0.0,keep_unique
CCC(C)CCO,1,-0.71,-0.71,0.0,keep_unique
Cc1ncc2nccnc2n1,1,-0.12,-0.12,0.0,keep_unique
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,1,-5.507000000000001,-5.507000000000001,0.0,keep_unique
CCCCI,1,-2.96,-2.96,0.0,keep_unique
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1,-4.081,-4.081,0.0,keep_unique
FC(F)(F)c1ccccc1,1,-2.51,-2.51,0.0,keep_unique
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,1,-6.144,-6.144,0.0,keep_unique
c1ccc2c(c1)sc1ccccc12,1,-4.38,-4.38,0.0,keep_unique
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,1,-7.8,-7.8,0.0,keep_unique
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1,-8.01,-8.01,0.0,keep_unique
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1,-3.893,-3.893,0.0,keep_unique
OC(c1ccccc1)C(O)c1ccccc1,1,-1.93,-1.93,0.0,keep_unique
COC(=O)c1ccccc1C(=O)OC,1,-1.66,-1.66,0.0,keep_unique
CCCCCCCC(=O)OCC,1,-3.39,-3.39,0.0,keep_unique
CCSSCC,1,-2.42,-2.42,0.0,keep_unique
CCOCCOCC,1,-0.77,-0.77,0.0,keep_unique
Clc1cc(Cl)c(Cl)cc1Cl,1,-5.56,-5.56,0.0,keep_unique
Nc1ccc(-c2ccc(N)cc2)cc1,1,-2.7,-2.7,0.0,keep_unique
C=CCCCCC,1,-3.73,-3.73,0.0,keep_unique
CCCCc1c(C)nc(NCC)[nH]c1=O,1,-3.028,-3.028,0.0,keep_unique
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,1,-2.39,-2.39,0.0,keep_unique
Nc1ccccc1Cl,1,-1.52,-1.52,0.0,keep_unique
COc1cccc(Cl)c1,1,-2.78,-2.78,0.0,keep_unique
CCCCN(CC)C(=O)SCCC,1,-3.53,-3.53,0.0,keep_unique
CCCCOC=O,1,-1.37,-1.37,0.0,keep_unique
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1,-3.18,-3.18,0.0,keep_unique
ClC(Cl)Br,1,-1.54,-1.54,0.0,keep_unique
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,1,-3.48,-3.48,0.0,keep_unique
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,1,-7.11,-7.11,0.0,keep_unique
O=Cc1ccc(O)cc1,1,-0.96,-0.96,0.0,keep_unique
CBr,1,-0.79,-0.79,0.0,keep_unique
Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,1,-3.8,-3.8,0.0,keep_unique
CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,1,-5.839,-5.839,0.0,keep_unique
CCc1ccc2ccccc2c1,1,-4.29,-4.29,0.0,keep_unique
Cc1c[nH]c(=O)nc1N,1,-1.4580000000000002,-1.4580000000000002,0.0,keep_unique
Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,1,-7.92,-7.92,0.0,keep_unique
O=C(Nc1ccccc1)c1ccccc1I,1,-4.21,-4.21,0.0,keep_unique
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,1,-3.685,-3.685,0.0,keep_unique
Fc1ccccc1Br,1,-2.7,-2.7,0.0,keep_unique
Oc1ccc(Cl)cc1Cl,1,-1.55,-1.55,0.0,keep_unique
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1,-6.291,-6.291,0.0,keep_unique
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1,-4.16,-4.16,0.0,keep_unique
CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,1,-4.907,-4.907,0.0,keep_unique
C1CCCC1,1,-2.64,-2.64,0.0,keep_unique
Cc1ccccc1N,1,-2.21,-2.21,0.0,keep_unique
C=CCc1ccc(OC)cc1,1,-2.92,-2.92,0.0,keep_unique
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,1,-2.93,-2.93,0.0,keep_unique
C=CC(C)C,1,-2.73,-2.73,0.0,keep_unique
Oc1ccccn1,1,1.02,1.02,0.0,keep_unique
CC,1,-1.36,-1.36,0.0,keep_unique
Clc1ccccc1Cl,1,-3.05,-3.05,0.0,keep_unique
Sc1nc2ccccc2s1,1,-3.18,-3.18,0.0,keep_unique
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1,-11.6,-11.6,0.0,keep_unique
COc1c2occc2cc2ccc(=O)oc12,1,-3.664,-3.664,0.0,keep_unique
CC(N)=O,1,1.58,1.58,0.0,keep_unique
Cc1cccc2ccccc12,1,-3.7,-3.7,0.0,keep_unique
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,1,-3.57,-3.57,0.0,keep_unique
CC(O)C(C)(C)C,1,-0.62,-0.62,0.0,keep_unique
CCCC(=O)OCC,1,-1.36,-1.36,0.0,keep_unique
CC1=CC(=O)c2ccccc2C1=O,1,-3.03,-3.03,0.0,keep_unique
c1ccc2c(c1)ccc1ccccc12,1,-5.26,-5.26,0.0,keep_unique
Cc1ccnc(C)c1,1,0.38,0.38,0.0,keep_unique
CCCCCCCCCO,1,-3.01,-3.01,0.0,keep_unique
BrCBr,1,-1.17,-1.17,0.0,keep_unique
