fingerprint_bit,active_molecule_count,active_fraction
fp_0821,5,0.004480286738351254
fp_0822,0,0.0
fp_0823,15,0.013440860215053764
fp_0824,1,0.0008960573476702509
fp_0825,5,0.004480286738351254
fp_0826,1,0.0008960573476702509
fp_0827,1,0.0008960573476702509
fp_0828,2,0.0017921146953405018
fp_0829,2,0.0017921146953405018
fp_0830,0,0.0
fp_0831,12,0.010752688172043012
fp_0832,9,0.008064516129032258
fp_0833,27,0.024193548387096774
fp_0834,7,0.0062724014336917565
fp_0835,20,0.017921146953405017
fp_0836,9,0.008064516129032258
fp_0837,2,0.0017921146953405018
fp_0838,57,0.051075268817204304
fp_0839,7,0.0062724014336917565
fp_0840,10,0.008960573476702509
fp_0841,111,0.09946236559139784
fp_0842,1,0.0008960573476702509
fp_0843,36,0.03225806451612903
fp_0844,9,0.008064516129032258
fp_0845,3,0.002688172043010753
fp_0846,13,0.011648745519713262
fp_0847,6,0.005376344086021506
fp_0848,5,0.004480286738351254
fp_0849,21,0.01881720430107527
fp_0850,7,0.0062724014336917565
fp_0851,0,0.0
fp_0852,8,0.007168458781362007
fp_0853,14,0.012544802867383513
fp_0854,3,0.002688172043010753
fp_0855,12,0.010752688172043012
fp_0856,1,0.0008960573476702509
fp_0857,4,0.0035842293906810036
fp_0858,2,0.0017921146953405018
fp_0859,4,0.0035842293906810036
fp_0860,2,0.0017921146953405018
fp_0861,5,0.004480286738351254
fp_0862,14,0.012544802867383513
fp_0863,1,0.0008960573476702509
fp_0864,2,0.0017921146953405018
fp_0865,2,0.0017921146953405018
fp_0866,1,0.0008960573476702509
fp_0867,4,0.0035842293906810036
fp_0868,3,0.002688172043010753
fp_0869,2,0.0017921146953405018
fp_0870,17,0.015232974910394265
fp_0871,2,0.0017921146953405018
fp_0872,5,0.004480286738351254
fp_0873,2,0.0017921146953405018
fp_0874,0,0.0
fp_0875,232,0.2078853046594982
fp_0876,5,0.004480286738351254
fp_0877,3,0.002688172043010753
fp_0878,3,0.002688172043010753
fp_0879,15,0.013440860215053764
fp_0880,1,0.0008960573476702509
fp_0881,81,0.07258064516129033
fp_0882,3,0.002688172043010753
fp_0883,3,0.002688172043010753
fp_0884,13,0.011648745519713262
fp_0885,10,0.008960573476702509
fp_0886,3,0.002688172043010753
fp_0887,0,0.0
fp_0888,32,0.02867383512544803
fp_0889,3,0.002688172043010753
fp_0890,21,0.01881720430107527
fp_0891,2,0.0017921146953405018
fp_0892,6,0.005376344086021506
fp_0893,2,0.0017921146953405018
fp_0894,1,0.0008960573476702509
fp_0895,1,0.0008960573476702509
fp_0896,13,0.011648745519713262
fp_0897,6,0.005376344086021506
fp_0898,14,0.012544802867383513
fp_0899,3,0.002688172043010753
fp_0900,5,0.004480286738351254
fp_0901,7,0.0062724014336917565
fp_0902,4,0.0035842293906810036
fp_0903,3,0.002688172043010753
fp_0904,3,0.002688172043010753
fp_0905,0,0.0
fp_0906,14,0.012544802867383513
fp_0907,1,0.0008960573476702509
fp_0908,1,0.0008960573476702509
fp_0909,20,0.017921146953405017
fp_0910,13,0.011648745519713262
fp_0911,2,0.0017921146953405018
fp_0912,10,0.008960573476702509
fp_0913,9,0.008064516129032258
fp_0914,19,0.017025089605734768
fp_0915,17,0.015232974910394265
fp_0916,0,0.0
fp_0917,6,0.005376344086021506
fp_0918,6,0.005376344086021506
fp_0919,4,0.0035842293906810036
fp_0920,2,0.0017921146953405018
fp_0921,0,0.0
fp_0922,1,0.0008960573476702509
fp_0923,0,0.0
fp_0924,2,0.0017921146953405018
fp_0925,2,0.0017921146953405018
fp_0926,169,0.15143369175627241
fp_0927,2,0.0017921146953405018
fp_0928,1,0.0008960573476702509
fp_0929,1,0.0008960573476702509
fp_0930,8,0.007168458781362007
fp_0931,3,0.002688172043010753
fp_0932,29,0.025985663082437275
fp_0933,0,0.0
fp_0934,5,0.004480286738351254
fp_0935,91,0.08154121863799284
fp_0936,4,0.0035842293906810036
fp_0937,1,0.0008960573476702509
fp_0938,3,0.002688172043010753
fp_0939,3,0.002688172043010753
fp_0940,36,0.03225806451612903
fp_0941,6,0.005376344086021506
fp_0942,1,0.0008960573476702509
fp_0943,6,0.005376344086021506
fp_0944,2,0.0017921146953405018
fp_0945,1,0.0008960573476702509
fp_0946,8,0.007168458781362007
fp_0947,15,0.013440860215053764
fp_0948,1,0.0008960573476702509
fp_0949,3,0.002688172043010753
fp_0950,8,0.007168458781362007
fp_0951,3,0.002688172043010753
fp_0952,3,0.002688172043010753
fp_0953,15,0.013440860215053764
fp_0954,3,0.002688172043010753
fp_0955,1,0.0008960573476702509
fp_0956,3,0.002688172043010753
fp_0957,2,0.0017921146953405018
fp_0958,1,0.0008960573476702509
fp_0959,2,0.0017921146953405018
fp_0960,1,0.0008960573476702509
fp_0961,13,0.011648745519713262
fp_0962,2,0.0017921146953405018
fp_0963,4,0.0035842293906810036
fp_0964,4,0.0035842293906810036
fp_0965,1,0.0008960573476702509
fp_0966,1,0.0008960573476702509
fp_0967,13,0.011648745519713262
fp_0968,3,0.002688172043010753
fp_0969,0,0.0
fp_0970,4,0.0035842293906810036
fp_0971,6,0.005376344086021506
fp_0972,5,0.004480286738351254
fp_0973,6,0.005376344086021506
fp_0974,49,0.04390681003584229
fp_0975,5,0.004480286738351254
fp_0976,0,0.0
fp_0977,1,0.0008960573476702509
fp_0978,13,0.011648745519713262
fp_0979,0,0.0
fp_0980,3,0.002688172043010753
fp_0981,2,0.0017921146953405018
fp_0982,1,0.0008960573476702509
fp_0983,0,0.0
fp_0984,52,0.04659498207885305
fp_0985,3,0.002688172043010753
fp_0986,2,0.0017921146953405018
fp_0987,18,0.016129032258064516
fp_0988,6,0.005376344086021506
fp_0989,1,0.0008960573476702509
fp_0990,4,0.0035842293906810036
fp_0991,1,0.0008960573476702509
fp_0992,3,0.002688172043010753
fp_0993,2,0.0017921146953405018
fp_0994,0,0.0
fp_0995,2,0.0017921146953405018
fp_0996,3,0.002688172043010753
fp_0997,13,0.011648745519713262
fp_0998,3,0.002688172043010753
fp_0999,2,0.0017921146953405018
fp_1000,0,0.0
fp_1001,7,0.0062724014336917565
fp_1002,2,0.0017921146953405018
fp_1003,3,0.002688172043010753
fp_1004,31,0.027777777777777776
fp_1005,14,0.012544802867383513
fp_1006,2,0.0017921146953405018
fp_1007,5,0.004480286738351254
fp_1008,9,0.008064516129032258
fp_1009,14,0.012544802867383513
fp_1010,1,0.0008960573476702509
fp_1011,48,0.043010752688172046
fp_1012,1,0.0008960573476702509
fp_1013,22,0.01971326164874552
fp_1014,0,0.0
fp_1015,12,0.010752688172043012
fp_1016,2,0.0017921146953405018
fp_1017,74,0.06630824372759857
fp_1018,3,0.002688172043010753
fp_1019,144,0.12903225806451613
fp_1020,5,0.004480286738351254
fp_1021,1,0.0008960573476702509
fp_1022,12,0.010752688172043012
fp_1023,2,0.0017921146953405018
fp_1024,9,0.008064516129032258
fp_1025,5,0.004480286738351254
fp_1026,1,0.0008960573476702509
fp_1027,15,0.013440860215053764
fp_1028,54,0.04838709677419355
fp_1029,2,0.0017921146953405018
fp_1030,0,0.0
fp_1031,3,0.002688172043010753
fp_1032,11,0.00985663082437276
fp_1033,2,0.0017921146953405018
fp_1034,15,0.013440860215053764
fp_1035,27,0.024193548387096774
fp_1036,3,0.002688172043010753
fp_1037,9,0.008064516129032258
fp_1038,0,0.0
fp_1039,107,0.09587813620071685
fp_1040,1,0.0008960573476702509
fp_1041,0,0.0
fp_1042,7,0.0062724014336917565
fp_1043,28,0.025089605734767026
fp_1044,6,0.005376344086021506
fp_1045,7,0.0062724014336917565
fp_1046,1,0.0008960573476702509
fp_1047,4,0.0035842293906810036
fp_1048,2,0.0017921146953405018
fp_1049,13,0.011648745519713262
fp_1050,4,0.0035842293906810036
fp_1051,4,0.0035842293906810036
fp_1052,1,0.0008960573476702509
fp_1053,2,0.0017921146953405018
fp_1054,1,0.0008960573476702509
fp_1055,7,0.0062724014336917565
fp_1056,8,0.007168458781362007
fp_1057,721,0.6460573476702509
fp_1058,4,0.0035842293906810036
fp_1059,6,0.005376344086021506
fp_1060,153,0.13709677419354838
fp_1061,2,0.0017921146953405018
fp_1062,2,0.0017921146953405018
fp_1063,12,0.010752688172043012
fp_1064,9,0.008064516129032258
fp_1065,2,0.0017921146953405018
fp_1066,18,0.016129032258064516
fp_1067,2,0.0017921146953405018
fp_1068,1,0.0008960573476702509
fp_1069,3,0.002688172043010753
fp_1070,40,0.035842293906810034
fp_1071,14,0.012544802867383513
fp_1072,0,0.0
fp_1073,9,0.008064516129032258
fp_1074,6,0.005376344086021506
fp_1075,4,0.0035842293906810036
fp_1076,1,0.0008960573476702509
fp_1077,34,0.03046594982078853
fp_1078,0,0.0
fp_1079,11,0.00985663082437276
fp_1080,1,0.0008960573476702509
fp_1081,2,0.0017921146953405018
fp_1082,2,0.0017921146953405018
fp_1083,9,0.008064516129032258
fp_1084,1,0.0008960573476702509
fp_1085,0,0.0
fp_1086,9,0.008064516129032258
fp_1087,62,0.05555555555555555
fp_1088,367,0.3288530465949821
fp_1089,4,0.0035842293906810036
fp_1090,1,0.0008960573476702509
fp_1091,2,0.0017921146953405018
fp_1092,1,0.0008960573476702509
fp_1093,2,0.0017921146953405018
fp_1094,0,0.0
fp_1095,18,0.016129032258064516
fp_1096,12,0.010752688172043012
fp_1097,29,0.025985663082437275
fp_1098,6,0.005376344086021506
fp_1099,9,0.008064516129032258
fp_1100,4,0.0035842293906810036
fp_1101,11,0.00985663082437276
fp_1102,5,0.004480286738351254
fp_1103,4,0.0035842293906810036
fp_1104,29,0.025985663082437275
fp_1105,1,0.0008960573476702509
fp_1106,2,0.0017921146953405018
fp_1107,3,0.002688172043010753
fp_1108,2,0.0017921146953405018
fp_1109,28,0.025089605734767026
fp_1110,11,0.00985663082437276
fp_1111,0,0.0
fp_1112,2,0.0017921146953405018
fp_1113,0,0.0
fp_1114,117,0.10483870967741936
fp_1115,3,0.002688172043010753
fp_1116,2,0.0017921146953405018
fp_1117,3,0.002688172043010753
fp_1118,4,0.0035842293906810036
fp_1119,5,0.004480286738351254
fp_1120,8,0.007168458781362007
fp_1121,1,0.0008960573476702509
fp_1122,1,0.0008960573476702509
fp_1123,1,0.0008960573476702509
fp_1124,1,0.0008960573476702509
fp_1125,5,0.004480286738351254
fp_1126,5,0.004480286738351254
fp_1127,4,0.0035842293906810036
fp_1128,17,0.015232974910394265
fp_1129,4,0.0035842293906810036
fp_1130,15,0.013440860215053764
fp_1131,4,0.0035842293906810036
fp_1132,0,0.0
fp_1133,3,0.002688172043010753
fp_1134,1,0.0008960573476702509
fp_1135,1,0.0008960573476702509
fp_1136,11,0.00985663082437276
fp_1137,3,0.002688172043010753
fp_1138,3,0.002688172043010753
fp_1139,2,0.0017921146953405018
fp_1140,9,0.008064516129032258
fp_1141,5,0.004480286738351254
fp_1142,10,0.008960573476702509
fp_1143,54,0.04838709677419355
fp_1144,1,0.0008960573476702509
fp_1145,27,0.024193548387096774
fp_1146,2,0.0017921146953405018
fp_1147,8,0.007168458781362007
fp_1148,11,0.00985663082437276
fp_1149,2,0.0017921146953405018
fp_1150,7,0.0062724014336917565
fp_1151,1,0.0008960573476702509
fp_1152,139,0.12455197132616487
fp_1153,6,0.005376344086021506
fp_1154,29,0.025985663082437275
fp_1155,8,0.007168458781362007
fp_1156,3,0.002688172043010753
fp_1157,13,0.011648745519713262
fp_1158,6,0.005376344086021506
fp_1159,1,0.0008960573476702509
fp_1160,30,0.026881720430107527
fp_1161,2,0.0017921146953405018
fp_1162,55,0.0492831541218638
fp_1163,45,0.04032258064516129
fp_1164,7,0.0062724014336917565
fp_1165,5,0.004480286738351254
fp_1166,3,0.002688172043010753
fp_1167,2,0.0017921146953405018
fp_1168,24,0.021505376344086023
fp_1169,1,0.0008960573476702509
fp_1170,2,0.0017921146953405018
fp_1171,81,0.07258064516129033
fp_1172,2,0.0017921146953405018
fp_1173,2,0.0017921146953405018
fp_1174,0,0.0
fp_1175,5,0.004480286738351254
fp_1176,2,0.0017921146953405018
fp_1177,1,0.0008960573476702509
fp_1178,0,0.0
fp_1179,1,0.0008960573476702509
fp_1180,0,0.0
fp_1181,11,0.00985663082437276
fp_1182,11,0.00985663082437276
fp_1183,1,0.0008960573476702509
fp_1184,19,0.017025089605734768
fp_1185,0,0.0
fp_1186,1,0.0008960573476702509
fp_1187,2,0.0017921146953405018
fp_1188,4,0.0035842293906810036
fp_1189,0,0.0
fp_1190,2,0.0017921146953405018
fp_1191,0,0.0
fp_1192,0,0.0
fp_1193,8,0.007168458781362007
fp_1194,9,0.008064516129032258
fp_1195,55,0.0492831541218638
fp_1196,0,0.0
fp_1197,5,0.004480286738351254
fp_1198,0,0.0
fp_1199,278,0.24910394265232974
fp_1200,9,0.008064516129032258
fp_1201,0,0.0
fp_1202,2,0.0017921146953405018
fp_1203,23,0.02060931899641577
fp_1204,5,0.004480286738351254
fp_1205,3,0.002688172043010753
fp_1206,2,0.0017921146953405018
fp_1207,0,0.0
fp_1208,4,0.0035842293906810036
fp_1209,15,0.013440860215053764
fp_1210,4,0.0035842293906810036
fp_1211,5,0.004480286738351254
fp_1212,3,0.002688172043010753
fp_1213,1,0.0008960573476702509
fp_1214,15,0.013440860215053764
fp_1215,1,0.0008960573476702509
fp_1216,2,0.0017921146953405018
fp_1217,6,0.005376344086021506
fp_1218,6,0.005376344086021506
fp_1219,20,0.017921146953405017
fp_1220,0,0.0
fp_1221,1,0.0008960573476702509
fp_1222,0,0.0
fp_1223,12,0.010752688172043012
fp_1224,15,0.013440860215053764
fp_1225,5,0.004480286738351254
fp_1226,0,0.0
fp_1227,5,0.004480286738351254
fp_1228,3,0.002688172043010753
fp_1229,2,0.0017921146953405018
fp_1230,1,0.0008960573476702509
fp_1231,1,0.0008960573476702509
fp_1232,3,0.002688172043010753
fp_1233,6,0.005376344086021506
fp_1234,9,0.008064516129032258
fp_1235,8,0.007168458781362007
fp_1236,23,0.02060931899641577
fp_1237,6,0.005376344086021506
fp_1238,65,0.05824372759856631
fp_1239,2,0.0017921146953405018
fp_1240,3,0.002688172043010753
fp_1241,4,0.0035842293906810036
fp_1242,7,0.0062724014336917565
fp_1243,10,0.008960573476702509
fp_1244,1,0.0008960573476702509
fp_1245,3,0.002688172043010753
fp_1246,1,0.0008960573476702509
fp_1247,2,0.0017921146953405018
fp_1248,1,0.0008960573476702509
fp_1249,8,0.007168458781362007
fp_1250,2,0.0017921146953405018
fp_1251,4,0.0035842293906810036
fp_1252,13,0.011648745519713262
fp_1253,2,0.0017921146953405018
fp_1254,3,0.002688172043010753
fp_1255,16,0.014336917562724014
fp_1256,7,0.0062724014336917565
fp_1257,61,0.05465949820788531
fp_1258,8,0.007168458781362007
fp_1259,4,0.0035842293906810036
fp_1260,11,0.00985663082437276
fp_1261,3,0.002688172043010753
fp_1262,1,0.0008960573476702509
fp_1263,5,0.004480286738351254
fp_1264,3,0.002688172043010753
fp_1265,4,0.0035842293906810036
fp_1266,0,0.0
fp_1267,49,0.04390681003584229
fp_1268,2,0.0017921146953405018
fp_1269,21,0.01881720430107527
fp_1270,2,0.0017921146953405018
fp_1271,0,0.0
fp_1272,1,0.0008960573476702509
fp_1273,7,0.0062724014336917565
fp_1274,105,0.09408602150537634
fp_1275,3,0.002688172043010753
fp_1276,2,0.0017921146953405018
fp_1277,2,0.0017921146953405018
fp_1278,1,0.0008960573476702509
fp_1279,6,0.005376344086021506
fp_1280,1,0.0008960573476702509
fp_1281,0,0.0
fp_1282,7,0.0062724014336917565
fp_1283,7,0.0062724014336917565
fp_1284,0,0.0
fp_1285,1,0.0008960573476702509
fp_1286,24,0.021505376344086023
fp_1287,0,0.0
fp_1288,3,0.002688172043010753
fp_1289,3,0.002688172043010753
fp_1290,10,0.008960573476702509
fp_1291,1,0.0008960573476702509
fp_1292,40,0.035842293906810034
fp_1293,0,0.0
fp_1294,8,0.007168458781362007
fp_1295,28,0.025089605734767026
fp_1296,4,0.0035842293906810036
fp_1297,3,0.002688172043010753
fp_1298,2,0.0017921146953405018
fp_1299,1,0.0008960573476702509
fp_1300,4,0.0035842293906810036
fp_1301,5,0.004480286738351254
fp_1302,4,0.0035842293906810036
fp_1303,6,0.005376344086021506
fp_1304,0,0.0
fp_1305,1,0.0008960573476702509
fp_1306,3,0.002688172043010753
fp_1307,11,0.00985663082437276
fp_1308,13,0.011648745519713262
fp_1309,33,0.02956989247311828
fp_1310,1,0.0008960573476702509
fp_1311,3,0.002688172043010753
fp_1312,6,0.005376344086021506
fp_1313,33,0.02956989247311828
fp_1314,2,0.0017921146953405018
fp_1315,1,0.0008960573476702509
fp_1316,0,0.0
fp_1317,3,0.002688172043010753
fp_1318,8,0.007168458781362007
fp_1319,5,0.004480286738351254
fp_1320,2,0.0017921146953405018
fp_1321,0,0.0
fp_1322,3,0.002688172043010753
fp_1323,8,0.007168458781362007
fp_1324,1,0.0008960573476702509
fp_1325,84,0.07526881720430108
fp_1326,4,0.0035842293906810036
fp_1327,2,0.0017921146953405018
fp_1328,10,0.008960573476702509
fp_1329,1,0.0008960573476702509
fp_1330,0,0.0
fp_1331,4,0.0035842293906810036
fp_1332,0,0.0
fp_1333,1,0.0008960573476702509
fp_1334,3,0.002688172043010753
fp_1335,0,0.0
fp_1336,20,0.017921146953405017
fp_1337,9,0.008064516129032258
fp_1338,3,0.002688172043010753
fp_1339,12,0.010752688172043012
fp_1340,1,0.0008960573476702509
fp_1341,2,0.0017921146953405018
fp_1342,6,0.005376344086021506
fp_1343,1,0.0008960573476702509
fp_1344,18,0.016129032258064516
fp_1345,7,0.0062724014336917565
fp_1346,4,0.0035842293906810036
fp_1347,6,0.005376344086021506
fp_1348,6,0.005376344086021506
fp_1349,17,0.015232974910394265
fp_1350,2,0.0017921146953405018
fp_1351,16,0.014336917562724014
fp_1352,3,0.002688172043010753
fp_1353,6,0.005376344086021506
fp_1354,2,0.0017921146953405018
fp_1355,4,0.0035842293906810036
fp_1356,16,0.014336917562724014
fp_1357,67,0.06003584229390681
fp_1358,15,0.013440860215053764
fp_1359,5,0.004480286738351254
fp_1360,2,0.0017921146953405018
fp_1361,1,0.0008960573476702509
fp_1362,18,0.016129032258064516
fp_1363,1,0.0008960573476702509
fp_1364,2,0.0017921146953405018
fp_1365,29,0.025985663082437275
fp_1366,49,0.04390681003584229
fp_1367,3,0.002688172043010753
fp_1368,1,0.0008960573476702509
fp_1369,10,0.008960573476702509
fp_1370,9,0.008064516129032258
fp_1371,2,0.0017921146953405018
fp_1372,4,0.0035842293906810036
fp_1373,5,0.004480286738351254
fp_1374,2,0.0017921146953405018
fp_1375,4,0.0035842293906810036
fp_1376,1,0.0008960573476702509
fp_1377,0,0.0
fp_1378,2,0.0017921146953405018
fp_1379,4,0.0035842293906810036
fp_1380,757,0.6783154121863799
fp_1381,6,0.005376344086021506
fp_1382,7,0.0062724014336917565
fp_1383,5,0.004480286738351254
fp_1384,24,0.021505376344086023
fp_1385,27,0.024193548387096774
fp_1386,33,0.02956989247311828
fp_1387,6,0.005376344086021506
fp_1388,10,0.008960573476702509
fp_1389,5,0.004480286738351254
fp_1390,5,0.004480286738351254
fp_1391,60,0.053763440860215055
fp_1392,1,0.0008960573476702509
fp_1393,1,0.0008960573476702509
fp_1394,3,0.002688172043010753
fp_1395,5,0.004480286738351254
fp_1396,0,0.0
fp_1397,2,0.0017921146953405018
fp_1398,3,0.002688172043010753
fp_1399,30,0.026881720430107527
fp_1400,1,0.0008960573476702509
fp_1401,5,0.004480286738351254
fp_1402,13,0.011648745519713262
fp_1403,5,0.004480286738351254
fp_1404,3,0.002688172043010753
fp_1405,4,0.0035842293906810036
fp_1406,1,0.0008960573476702509
fp_1407,0,0.0
fp_1408,0,0.0
fp_1409,4,0.0035842293906810036
fp_1410,25,0.022401433691756272
fp_1411,5,0.004480286738351254
fp_1412,1,0.0008960573476702509
fp_1413,4,0.0035842293906810036
fp_1414,6,0.005376344086021506
fp_1415,8,0.007168458781362007
fp_1416,14,0.012544802867383513
fp_1417,22,0.01971326164874552
fp_1418,1,0.0008960573476702509
fp_1419,1,0.0008960573476702509
fp_1420,4,0.0035842293906810036
fp_1421,6,0.005376344086021506
fp_1422,5,0.004480286738351254
fp_1423,1,0.0008960573476702509
fp_1424,4,0.0035842293906810036
fp_1425,1,0.0008960573476702509
fp_1426,6,0.005376344086021506
fp_1427,20,0.017921146953405017
fp_1428,13,0.011648745519713262
fp_1429,1,0.0008960573476702509
fp_1430,21,0.01881720430107527
fp_1431,3,0.002688172043010753
fp_1432,6,0.005376344086021506
fp_1433,1,0.0008960573476702509
fp_1434,3,0.002688172043010753
fp_1435,4,0.0035842293906810036
fp_1436,36,0.03225806451612903
fp_1437,1,0.0008960573476702509
fp_1438,3,0.002688172043010753
fp_1439,1,0.0008960573476702509
fp_1440,18,0.016129032258064516
fp_1441,3,0.002688172043010753
fp_1442,3,0.002688172043010753
fp_1443,4,0.0035842293906810036
fp_1444,71,0.06362007168458782
fp_1445,4,0.0035842293906810036
fp_1446,3,0.002688172043010753
fp_1447,20,0.017921146953405017
fp_1448,10,0.008960573476702509
fp_1449,3,0.002688172043010753
fp_1450,5,0.004480286738351254
fp_1451,1,0.0008960573476702509
fp_1452,74,0.06630824372759857
fp_1453,27,0.024193548387096774
fp_1454,8,0.007168458781362007
fp_1455,14,0.012544802867383513
fp_1456,20,0.017921146953405017
fp_1457,50,0.044802867383512544
fp_1458,5,0.004480286738351254
fp_1459,10,0.008960573476702509
fp_1460,5,0.004480286738351254
fp_1461,0,0.0
fp_1462,0,0.0
fp_1463,3,0.002688172043010753
fp_1464,36,0.03225806451612903
fp_1465,2,0.0017921146953405018
fp_1466,0,0.0
fp_1467,4,0.0035842293906810036
fp_1468,7,0.0062724014336917565
fp_1469,1,0.0008960573476702509
fp_1470,1,0.0008960573476702509
fp_1471,3,0.002688172043010753
fp_1472,3,0.002688172043010753
fp_1473,1,0.0008960573476702509
fp_1474,2,0.0017921146953405018
fp_1475,9,0.008064516129032258
fp_1476,34,0.03046594982078853
fp_1477,15,0.013440860215053764
fp_1478,2,0.0017921146953405018
fp_1479,1,0.0008960573476702509
fp_1480,12,0.010752688172043012
fp_1481,5,0.004480286738351254
fp_1482,7,0.0062724014336917565
fp_1483,1,0.0008960573476702509
fp_1484,4,0.0035842293906810036
fp_1485,4,0.0035842293906810036
fp_1486,1,0.0008960573476702509
fp_1487,23,0.02060931899641577
fp_1488,2,0.0017921146953405018
fp_1489,8,0.007168458781362007
fp_1490,6,0.005376344086021506
fp_1491,3,0.002688172043010753
fp_1492,1,0.0008960573476702509
fp_1493,0,0.0
fp_1494,3,0.002688172043010753
fp_1495,7,0.0062724014336917565
fp_1496,5,0.004480286738351254
fp_1497,2,0.0017921146953405018
fp_1498,10,0.008960573476702509
fp_1499,7,0.0062724014336917565
fp_1500,1,0.0008960573476702509
fp_1501,2,0.0017921146953405018
fp_1502,3,0.002688172043010753
fp_1503,2,0.0017921146953405018
fp_1504,1,0.0008960573476702509
fp_1505,7,0.0062724014336917565
fp_1506,5,0.004480286738351254
fp_1507,0,0.0
fp_1508,5,0.004480286738351254
fp_1509,4,0.0035842293906810036
fp_1510,1,0.0008960573476702509
fp_1511,4,0.0035842293906810036
fp_1512,4,0.0035842293906810036
fp_1513,3,0.002688172043010753
fp_1514,2,0.0017921146953405018
fp_1515,2,0.0017921146953405018
fp_1516,12,0.010752688172043012
fp_1517,7,0.0062724014336917565
fp_1518,0,0.0
fp_1519,2,0.0017921146953405018
fp_1520,4,0.0035842293906810036
fp_1521,2,0.0017921146953405018
fp_1522,15,0.013440860215053764
fp_1523,0,0.0
fp_1524,2,0.0017921146953405018
fp_1525,8,0.007168458781362007
fp_1526,5,0.004480286738351254
fp_1527,2,0.0017921146953405018
fp_1528,1,0.0008960573476702509
fp_1529,0,0.0
fp_1530,6,0.005376344086021506
fp_1531,19,0.017025089605734768
fp_1532,4,0.0035842293906810036
fp_1533,0,0.0
fp_1534,3,0.002688172043010753
fp_1535,32,0.02867383512544803
fp_1536,41,0.036738351254480286
fp_1537,2,0.0017921146953405018
fp_1538,4,0.0035842293906810036
fp_1539,1,0.0008960573476702509
fp_1540,1,0.0008960573476702509
fp_1541,0,0.0
fp_1542,5,0.004480286738351254
fp_1543,2,0.0017921146953405018
fp_1544,31,0.027777777777777776
fp_1545,1,0.0008960573476702509
fp_1546,1,0.0008960573476702509
fp_1547,1,0.0008960573476702509
fp_1548,1,0.0008960573476702509
fp_1549,1,0.0008960573476702509
fp_1550,12,0.010752688172043012
fp_1551,8,0.007168458781362007
fp_1552,0,0.0
fp_1553,1,0.0008960573476702509
fp_1554,18,0.016129032258064516
fp_1555,1,0.0008960573476702509
fp_1556,7,0.0062724014336917565
fp_1557,4,0.0035842293906810036
fp_1558,4,0.0035842293906810036
fp_1559,0,0.0
fp_1560,2,0.0017921146953405018
fp_1561,12,0.010752688172043012
fp_1562,2,0.0017921146953405018
fp_1563,3,0.002688172043010753
fp_1564,44,0.03942652329749104
fp_1565,0,0.0
fp_1566,0,0.0
fp_1567,3,0.002688172043010753
fp_1568,3,0.002688172043010753
fp_1569,2,0.0017921146953405018
fp_1570,6,0.005376344086021506
fp_1571,6,0.005376344086021506
fp_1572,3,0.002688172043010753
fp_1573,51,0.0456989247311828
fp_1574,19,0.017025089605734768
fp_1575,12,0.010752688172043012
fp_1576,2,0.0017921146953405018
fp_1577,3,0.002688172043010753
fp_1578,2,0.0017921146953405018
fp_1579,2,0.0017921146953405018
fp_1580,2,0.0017921146953405018
fp_1581,28,0.025089605734767026
fp_1582,24,0.021505376344086023
fp_1583,1,0.0008960573476702509
fp_1584,1,0.0008960573476702509
fp_1585,3,0.002688172043010753
fp_1586,6,0.005376344086021506
fp_1587,4,0.0035842293906810036
fp_1588,4,0.0035842293906810036
fp_1589,6,0.005376344086021506
fp_1590,2,0.0017921146953405018
fp_1591,2,0.0017921146953405018
fp_1592,14,0.012544802867383513
fp_1593,4,0.0035842293906810036
fp_1594,12,0.010752688172043012
fp_1595,4,0.0035842293906810036
fp_1596,1,0.0008960573476702509
fp_1597,12,0.010752688172043012
fp_1598,18,0.016129032258064516
fp_1599,8,0.007168458781362007
fp_1600,3,0.002688172043010753
fp_1601,4,0.0035842293906810036
fp_1602,94,0.08422939068100359
fp_1603,23,0.02060931899641577
fp_1604,27,0.024193548387096774
fp_1605,3,0.002688172043010753
fp_1606,0,0.0
fp_1607,45,0.04032258064516129
fp_1608,3,0.002688172043010753
fp_1609,4,0.0035842293906810036
fp_1610,7,0.0062724014336917565
fp_1611,6,0.005376344086021506
fp_1612,10,0.008960573476702509
fp_1613,4,0.0035842293906810036
fp_1614,8,0.007168458781362007
fp_1615,2,0.0017921146953405018
fp_1616,2,0.0017921146953405018
fp_1617,20,0.017921146953405017
fp_1618,1,0.0008960573476702509
fp_1619,3,0.002688172043010753
fp_1620,1,0.0008960573476702509
fp_1621,2,0.0017921146953405018
fp_1622,0,0.0
fp_1623,5,0.004480286738351254
fp_1624,12,0.010752688172043012
fp_1625,5,0.004480286738351254
fp_1626,6,0.005376344086021506
fp_1627,0,0.0
fp_1628,0,0.0
fp_1629,7,0.0062724014336917565
fp_1630,1,0.0008960573476702509
fp_1631,30,0.026881720430107527
fp_1632,7,0.0062724014336917565
fp_1633,2,0.0017921146953405018
fp_1634,1,0.0008960573476702509
fp_1635,1,0.0008960573476702509
fp_1636,5,0.004480286738351254
fp_1637,11,0.00985663082437276
fp_1638,8,0.007168458781362007
fp_1639,3,0.002688172043010753
fp_1640,2,0.0017921146953405018
fp_1641,3,0.002688172043010753
fp_1642,1,0.0008960573476702509
fp_1643,1,0.0008960573476702509
fp_1644,1,0.0008960573476702509
