compound_id,smiles,measured_logS,valid_smiles,canonical_smiles,fragment_count,multi_fragment,formal_charge,molecular_weight,heavy_atom_count
Etofenprox,CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-8.6,True,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,1,False,0,376.49600000000004,28
Methaqualone,Cc1ccccc1n3c(C)nc2ccccc2c3=O,-2.925,True,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,1,False,0,250.30100000000002,19
Chloroacetonitrile,ClCC#N,-0.092,True,N#CCCl,1,False,0,75.498,4
Trichloronate,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752000000000001,True,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,1,False,0,333.60400000000004,17
Ethisterone,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,-5.66,True,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,1,False,0,312.45300000000003,23
Pyridazine,c1ccnnc1,1.1,True,c1ccnnc1,1,False,0,80.08999999999999,6
"1,2,3,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63,True,Clc1cc(Cl)c(Cl)c(Cl)c1,1,False,0,215.894,10
Diosgenin,C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,-7.32,True,CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1,1,False,0,414.63000000000017,30
o-Aminophenol,Nc1ccccc1O,-0.72,True,Nc1ccccc1O,1,False,0,109.12799999999999,8
Ethyl nonanoate,CCCCCCCCC(=O)OCC,-3.8,True,CCCCCCCCC(=O)OCC,1,False,0,186.295,13
metalaxyl,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,-1.601,True,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,1,False,0,279.336,20
Propoxur,CNC(=O)Oc1ccccc1OC(C)C,-2.05,True,CNC(=O)Oc1ccccc1OC(C)C,1,False,0,209.24499999999998,15
2-Chlorobutane,CCC(C)Cl,-1.96,True,CCC(C)Cl,1,False,0,92.569,5
2-Napthol,Oc1ccc2ccccc2c1,-2.28,True,Oc1ccc2ccccc2c1,1,False,0,144.17299999999997,11
Oxadiazon,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696000000000001,True,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1,False,0,345.22600000000017,22
1-Hexyne ,CCCCC#C,-2.36,True,C#CCCCC,1,False,0,82.14599999999999,6
1-Nonyne ,CCCCCCCC#C,-4.24,True,C#CCCCCCCC,1,False,0,124.22699999999999,9
2-Chlorotoluene,Cc1ccccc1Cl,-3.52,True,Cc1ccccc1Cl,1,False,0,126.586,8
Diisopropyl ether ,CC(C)OC(C)C,-1.1,True,CC(C)OC(C)C,1,False,0,102.17699999999999,7
Dapsone,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,-3.094,True,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1,False,0,248.307,17
Methyl hydrazine,CNN,1.34,True,CNN,1,False,0,46.073,3
Propyne,CC#C,-0.41,True,C#CC,1,False,0,40.065000000000005,3
Phoxim,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862,True,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,1,False,0,298.304,19
Propetamphos,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-3.408,True,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,1,False,0,281.314,17
Acrolein,C=CC=O,0.57,True,C=CC=O,1,False,0,56.064,4
Hypoxanthine,O=c1[nH]cnc2nc[nH]c12 ,-2.296,True,O=c1[nH]cnc2nc[nH]c12,1,False,0,136.114,10
6-hydroxyquinoline,Oc2ccc1ncccc1c2 ,-2.16,True,Oc1ccc2ncccc2c1,1,False,0,145.161,11
Fluorobenzene,Fc1ccccc1,-1.8,True,Fc1ccccc1,1,False,0,96.10399999999998,7
1-Chloropropane,CCCCl,-1.47,True,CCCCl,1,False,0,78.542,4
Ethyl acetate,CCOC(=O)C,-0.04,True,CCOC(C)=O,1,False,0,88.106,6
"2,2-Dimethylpentane",CCCC(C)(C)C,-4.36,True,CCCC(C)(C)C,1,False,0,100.20499999999998,7
Pentamethylbenzene,Cc1cc(C)c(C)c(C)c1C,-4.0,True,Cc1cc(C)c(C)c(C)c1C,1,False,0,148.249,11
eucalyptol,CC12CCC(CC1)C(C)(C)O2 ,-1.64,True,CC12CCC(CC1)C(C)(C)O2,1,False,0,154.253,11
dibutyl sebacate,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896,True,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,1,False,0,314.46600000000007,22
"4,4'-PCB",Clc1ccc(cc1)c2ccc(Cl)cc2 ,-6.56,True,Clc1ccc(-c2ccc(Cl)cc2)cc1,1,False,0,223.102,14
"2,3-Dimethylpyridine",Cc1cccnc1C,0.38,True,Cc1cccnc1C,1,False,0,107.156,8
Carvone,CC(=C)C1CC=C(C)C(=O)C1,-2.06,True,C=C(C)C1CC=C(C)C(=O)C1,1,False,0,150.22099999999998,11
Carbophenthion,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.736000000000001,True,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,1,False,0,342.875,18
"Etoposide (148-167,25mg/ml)",COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-3.571,True,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,1,False,0,588.5620000000001,42
Perylene,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804,True,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,1,False,0,252.31599999999997,20
"2,4-Dinitrotoluene",Cc1ccc(cc1N(=O)=O)N(=O)=O,-2.82,True,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,False,0,182.135,13
2-bromonaphthalene,c1c(Br)ccc2ccccc12 ,-4.4,True,Brc1ccc2ccccc2c1,1,False,0,207.07000000000002,11
Formetanate,CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34,True,CNC(=O)Oc1cccc(N=CN(C)C)c1,1,False,0,221.26,16
6-methoxypteridine,COc2cnc1ncncc1n2,-1.139,True,COc1cnc2ncncc2n1,1,False,0,162.15200000000002,12
nevirapine,Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,-3.19,True,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,1,False,0,266.30400000000003,20
Isazofos,CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-3.658,True,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,1,False,0,313.747,18
"2-Methyl-1,3-Butadiene ",CC(=C)C=C,-2.03,True,C=CC(=C)C,1,False,0,68.11900000000001,5
linalool,CC(C)=CCCC(O)(C)C=C,-1.99,True,C=CC(C)(O)CCC=C(C)C,1,False,0,154.253,11
Fenthion,COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57,True,COP(=S)(OC)Oc1ccc(SC)c(C)c1,1,False,0,278.335,16
Cyclohexanol ,OC1CCCCC1,-0.44,True,OC1CCCCC1,1,False,0,100.161,7
5-Allyl-5-methylbarbital,O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16,True,C=CCC1(C)C(=O)NC(=O)NC1=O,1,False,0,182.17899999999997,13
Epiandrosterone,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,-4.16,True,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,1,False,0,290.447,21
mannitol,OCC(O)C(O)C(O)C(O)CO ,0.06,True,OCC(O)C(O)C(O)C(O)CO,1,False,0,182.172,12
4-Methylbiphenyl,Cc1ccc(cc1)c2ccccc2,-4.62,True,Cc1ccc(-c2ccccc2)cc1,1,False,0,168.239,13
Atrazine,CCNc1nc(Cl)nc(NC(C)C)n1,-3.85,True,CCNc1nc(Cl)nc(NC(C)C)n1,1,False,0,215.68800000000002,14
Phenylthiourea,NC(=S)Nc1ccccc1,-1.77,True,NC(=S)Nc1ccccc1,1,False,0,152.22199999999998,10
4-Heptanone,CCCC(=O)CCC,-1.3,True,CCCC(=O)CCC,1,False,0,114.18799999999999,8
"3,3-Dimethyl-2-butanone",CC(=O)C(C)(C)C,-0.72,True,CC(=O)C(C)(C)C,1,False,0,100.16099999999999,7
4-Chlorophenol ,Oc1ccc(Cl)cc1,-0.7,True,Oc1ccc(Cl)cc1,1,False,0,128.558,8
Cyclohexanone,O=C1CCCCC1,-0.6,True,O=C1CCCCC1,1,False,0,98.14500000000001,7
m-Methylaniline,Cc1cccc(N)c1,-0.85,True,Cc1cccc(N)c1,1,False,0,107.156,8
Trichloroacetonitrile,ClC(Cl)(Cl)C#N,-2.168,True,N#CC(Cl)(Cl)Cl,1,False,0,144.388,6
norflurazon,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046,True,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,1,False,0,303.67100000000005,20
2-Decanone,CCCCCCCCC(=O)C,-3.3,True,CCCCCCCCC(C)=O,1,False,0,156.269,11
Ipazine,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785,True,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,1,False,0,243.74200000000002,16
Benzocaine,CCOC(=O)c1ccc(N)cc1,-2.616,True,CCOC(=O)c1ccc(N)cc1,1,False,0,165.19199999999998,12
"1,2,4-Trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,-3.59,True,Clc1ccc(Cl)c(Cl)c1,1,False,0,181.449,9
Triazolam,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,-4.09,True,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1,False,0,343.2170000000001,23
"1,2-Benzenediol",Oc1ccccc1O,0.62,True,Oc1ccccc1O,1,False,0,110.11199999999998,8
Reverse Transcriptase inhibitor 1,CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,-2.62,True,CCN1c2ncccc2C(=O)N(C)c2cccnc21,1,False,0,254.29299999999998,19
Dimethyl sulfide,CSC,-0.45,True,CSC,1,False,0,62.137,3
2-Bromotoluene,Cc1ccccc1Br,-2.23,True,Cc1ccccc1Br,1,False,0,171.03699999999998,8
O-Ethyl carbamate,CCOC(=O)N,0.85,True,CCOC(N)=O,1,False,0,89.09400000000001,6
megestrol acetate,CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,-5.35,True,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,1,False,0,384.5160000000002,28
"2,4-Dimethyl-3-pentanol",CC(C)C(O)C(C)C,-1.22,True,CC(C)C(O)C(C)C,1,False,0,116.20399999999998,8
Napthalene,c1ccc2ccccc2c1,-3.6,True,c1ccc2ccccc2c1,1,False,0,128.17399999999995,10
N-Ethylaniline,CCNc1ccccc1,-1.7,True,CCNc1ccccc1,1,False,0,121.18299999999995,9
Phenytoin,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-4.097,True,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1,False,0,252.27300000000002,19
"7,12-Dimethylbenz(a)anthracene",Cc1c2ccccc2c(C)c3ccc4ccccc4c13,-7.02,True,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,1,False,0,256.348,20
Dialifor,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,True,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,1,False,0,393.85400000000016,23
Methoxychlor,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.89,True,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,1,False,0,345.6529999999999,21
TEFLUBENZURON,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,-7.28,True,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,1,False,0,381.1120000000001,24
3-Pentanoyloxymethylphenytoin,O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.678,True,CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,1,False,0,366.41700000000003,27
Monuron,CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89,True,CN(C)C(=O)Nc1ccc(Cl)cc1,1,False,0,198.653,13
Flutriafol,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.37,True,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,1,False,0,301.296,22
triamcinolone diacetate,CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,-4.13,True,CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,False,0,478.51300000000026,34
1-Bromobutane,CCCCBr,-2.37,True,CCCCBr,1,False,0,137.01999999999998,5
"1,2,4,5-Tetrabromobenzene",Brc1cc(Br)c(Br)cc1Br,-6.98,True,Brc1cc(Br)c(Br)cc1Br,1,False,0,393.69800000000004,10
4-Methyl-2-pentanone,CC(C)CC(=O)C,-0.74,True,CC(=O)CC(C)C,1,False,0,100.16099999999999,7
cycloate,CCSC(=O)N(CC)C1CCCCC1 ,-3.4,True,CCSC(=O)N(CC)C1CCCCC1,1,False,0,215.36199999999994,14
4-Chloroanisole,COc1ccc(Cl)cc1,-2.78,True,COc1ccc(Cl)cc1,1,False,0,142.585,9
Deltamethrin,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402000000000001,True,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,False,0,505.20600000000024,28
Talbutal,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016,True,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,1,False,0,224.26,16
Fenitrothion,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.04,True,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1,False,0,277.238,17
1-Iodonapthalene,Ic1cccc2ccccc12,-4.55,True,Ic1cccc2ccccc12,1,False,0,254.07000000000002,11
Sorbitol,OCC(O)C(O)C(O)C(O)CO,1.09,True,OCC(O)C(O)C(O)C(O)CO,1,False,0,182.172,12
Ethanethiol,CCS,-0.6,True,CCS,1,False,0,62.137,3
"1,1,2-Trichloroethane",ClCC(Cl)Cl,-1.48,True,ClCC(Cl)Cl,1,False,0,133.405,5
Pyrolan,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2.09,True,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,1,False,0,245.282,18
o-Hydroxybenzamide,NC(=O)c1ccccc1O,-1.82,True,NC(=O)c1ccccc1O,1,False,0,137.13799999999998,10
o-Nitrotoluene,Cc1ccccc1N(=O)=O,-2.33,True,Cc1ccccc1[N+](=O)[O-],1,False,0,137.138,10
"5,5-Diisopropylbarbital",O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766,True,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,1,False,0,212.249,15
2-Ethyltoluene,CCc1ccccc1C,-3.21,True,CCc1ccccc1C,1,False,0,120.19499999999996,9
1-Chloroheptane,CCCCCCCCl,-4.0,True,CCCCCCCCl,1,False,0,134.65,8
Barbital,O=C1NC(=O)NC(=O)C1(CC)CC,-2.4,True,CCC1(CC)C(=O)NC(=O)NC1=O,1,False,0,184.19499999999996,13
Bibenzyl ,C(Cc1ccccc1)c2ccccc2,-4.62,True,c1ccc(CCc2ccccc2)cc1,1,False,0,182.266,14
"1,1,2,2-Tetrachloroethane",ClC(Cl)C(Cl)Cl,-1.74,True,ClC(Cl)C(Cl)Cl,1,False,0,167.85,6
RTI 23,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,-5.153,True,CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21,1,False,0,283.331,21
2-Methylphenanthrene,Cc1ccc2c(ccc3ccccc32)c1,-5.84,True,Cc1ccc2c(ccc3ccccc32)c1,1,False,0,192.261,15
dibutylphthalate,CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-4.4,True,CCCCOC(=O)c1ccccc1C(=O)OCCCC,1,False,0,278.348,20
tetrachloroguaiacol,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-4.02,True,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,1,False,0,261.919,13
Dimecron,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523,True,CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,1,False,0,299.6909999999999,18
Equilin,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282,True,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,1,False,0,268.356,20
Chlorimuron-ethyl (ph 7),CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-4.5760000000000005,True,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,1,False,0,414.82700000000017,27
p-Nitroanisole,COc1ccc(cc1)N(=O)=O,-2.41,True,COc1ccc([N+](=O)[O-])cc1,1,False,0,153.13699999999997,11
1-Chlorohexane,CCCCCCCl,-3.12,True,CCCCCCCl,1,False,0,120.623,7
"2,2',3,3',4,4',5,5'-PCB",Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16,True,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,1,False,0,429.77200000000016,20
Raffinose,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.41,True,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,1,False,0,504.43800000000005,34
hexacosane,CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,True,CCCCCCCCCCCCCCCCCCCCCCCCCC,1,False,0,366.7180000000002,26
RTI 5,CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324,True,CCN1c2ccccc2N(C)C(=O)c2cccnc21,1,False,0,253.30499999999995,19
"1,1-Dichloroethane",CC(Cl)Cl,-1.29,True,CC(Cl)Cl,1,False,0,98.96000000000001,4
Sulfanilamide,Nc1ccc(cc1)S(N)(=O)=O,-1.34,True,Nc1ccc(S(N)(=O)=O)cc1,1,False,0,172.20899999999997,11
Isopropalin,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49,True,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],1,False,0,309.36600000000004,22
Lindane,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64,True,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1,False,0,290.832,12
Isofenphos,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194,True,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,1,False,0,345.4010000000002,22
"1,2,3-Trichlorobenzene",Clc1cccc(Cl)c1Cl,-4.0,True,Clc1cccc(Cl)c1Cl,1,False,0,181.44899999999998,9
Tetrachloromethane,ClC(Cl)(Cl)Cl,-2.31,True,ClC(Cl)(Cl)Cl,1,False,0,153.823,5
"3,4-Dichloronitrobenzene",O=N(=O)c1cc(Cl)c(Cl)cc1,-3.2,True,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,1,False,0,192.001,11
Cyclooctanol,OC1CCCCCCC1,-1.29,True,OC1CCCCCCC1,1,False,0,128.215,9
17a-Methyltestosterone,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999,True,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1,False,0,302.4580000000001,22
Dulcin,CCOc1ccc(NC(N)=O)cc1,-2.17,True,CCOc1ccc(NC(N)=O)cc1,1,False,0,180.20699999999997,13
"trans-1,4-Dimethylcyclohexane",C/C1CCC(\C)CC1,-4.47,True,CC1CCC(C)CC1,1,False,0,112.216,8
"1,7-phenantroline",c1cnc2c(c1)ccc3ncccc23,-2.68,True,c1cnc2c(c1)ccc1ncccc12,1,False,0,180.20999999999998,14
Methyl t-butyl ether ,COC(C)(C)C,-0.24,True,COC(C)(C)C,1,False,0,88.14999999999999,6
Anethole,COc1ccc(C=CC)cc1,-3.13,True,CC=Cc1ccc(OC)cc1,1,False,0,148.20499999999998,11
1-Hexadecanol,CCCCCCCCCCCCCCCCO,-7.0,True,CCCCCCCCCCCCCCCCO,1,False,0,242.44699999999992,17
uracil,O=c1cc[nH]c(=O)[nH]1 ,-1.4880000000000002,True,O=c1cc[nH]c(=O)[nH]1,1,False,0,112.088,8
adenine,Nc1ncnc2nc[nH]c12 ,-2.12,True,Nc1ncnc2nc[nH]c12,1,False,0,135.13,10
"2,2',3,4,5-PCB",Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.21,True,Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,1,False,0,326.437,17
Ancymidol,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,-2.596,True,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,1,False,0,256.30499999999995,19
Benzo(b)fluoranthene,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-8.23,True,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,1,False,0,252.31599999999997,20
Carbanilide,O=C(Nc1ccccc1)Nc2ccccc2,-3.15,True,O=C(Nc1ccccc1)Nc1ccccc1,1,False,0,212.25199999999998,16
phenobarbital,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,-2.322,True,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1,False,0,232.239,17
"2',3,4-PCB",Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29,True,Clc1ccc(-c2cccc(Cl)c2Cl)cc1,1,False,0,257.547,15
Isoproturon,CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536,True,CC(C)c1ccc(NC(=O)N(C)C)cc1,1,False,0,206.289,15
Azintamide,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716,True,CCN(CC)C(=O)CSc1ccc(Cl)nn1,1,False,0,259.762,16
"2,2-Dimethyl-1-butanol",CCC(C)(C)CO,-1.04,True,CCC(C)(C)CO,1,False,0,102.17699999999998,7
Ethyl pentanoate,CCCOC(=O)CCC,-1.75,True,CCCOC(=O)CCC,1,False,0,130.18699999999998,9
"2,4,6-Trinitrotoluene",Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22,True,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1,False,0,227.13199999999998,16
Bensulide,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,True,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,1,False,0,397.52400000000006,23
Cycloheptane,C1CCCCCC1,-3.51,True,C1CCCCCC1,1,False,0,98.18900000000001,7
Propyl formate,CCCOC=O,-0.49,True,CCCOC=O,1,False,0,88.10599999999998,6
2-Isopropyltoluene,CC(C)c1ccccc1C,-3.76,True,Cc1ccccc1C(C)C,1,False,0,134.22199999999995,10
m-Chloroaniline,Nc1cccc(Cl)c1,-1.37,True,Nc1cccc(Cl)c1,1,False,0,127.574,8
"2,4-Dimethylpentane",CC(C)CC(C)C,-4.26,True,CC(C)CC(C)C,1,False,0,100.20499999999998,7
Dibenzofurane,o1c2ccccc2c3ccccc13,-4.6,True,c1ccc2c(c1)oc1ccccc12,1,False,0,168.195,13
ethofumesate,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42,True,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,1,False,0,286.34900000000005,19
Fluometuron,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43,True,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,1,False,0,232.20499999999996,16
Acridine,c3ccc2nc1ccccc1cc2c3,-3.67,True,c1ccc2nc3ccccc3cc2c1,1,False,0,179.22199999999998,14
Cortisone,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11,True,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1,False,0,360.45000000000016,26
glucose,OCC1OC(O)C(O)C(O)C1O,0.74,True,OCC1OC(O)C(O)C(O)C1O,1,False,0,180.156,12
3-Methylphenol,Cc1cccc(O)c1,-0.68,True,Cc1cccc(O)c1,1,False,0,108.13999999999999,8
Indapamide,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,-3.5860000000000003,True,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1,False,0,365.84200000000004,24
Lovastatin,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,-6.005,True,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1,False,0,404.54700000000025,29
"1,4-Dinitrobenzene",O=N(=O)c1ccc(cc1)N(=O)=O,-3.39,True,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,1,False,0,168.10799999999995,12
Reposal,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696,True,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O,1,False,0,262.30899999999997,19
Ethyl decanoate,CCCCCCCCCC(=O)OCC,-4.1,True,CCCCCCCCCC(=O)OCC,1,False,0,200.32199999999997,14
Fenuron,CN(C)C(=O)Nc1ccccc1,-1.6,True,CN(C)C(=O)Nc1ccccc1,1,False,0,164.208,12
Ethyl propyl ether,CCCOCC,-0.66,True,CCCOCC,1,False,0,88.14999999999999,6
2-Propanol,CC(C)O,0.43,True,CC(C)O,1,False,0,60.096000000000004,4
2-Methylnapthalene,Cc1ccc2ccccc2c1,-3.77,True,Cc1ccc2ccccc2c1,1,False,0,142.201,11
Chlorodibromethane,ClC(Br)Br,-1.9,True,ClC(Br)Br,1,False,0,208.28,4
Hexestrol,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.43,True,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,1,False,0,270.372,20
Malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37,True,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,1,False,0,330.3640000000001,19
Benzylchloride,ClCc1ccccc1,-2.39,True,ClCc1ccccc1,1,False,0,126.58599999999996,8
t-Crotonaldehyde,C/C=C/C=O,0.32,True,C/C=C/C=O,1,False,0,70.09100000000001,5
